Term	Gene	Chr	Start	End	Factor	Desc	Title	Class
GSM1925546	AT2G23380	Chr2	9952988	9953189	ANAC038: NAC family	protein:ANAC038; gene id:AT2G24430; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC038_col_a	TF	DAP-seq
GSM1925558	AT2G23380	Chr2	9953017	9953218	ANAC058: NAC family	protein:ANAC058; gene id:AT3G18400; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC058_col_a	TF	DAP-seq
GSM1193620	AT2G23380	Chr2	9953018	9959597	H3K4me2	nrpd1-4	nrpd1 H3K4m2 ChIP (replicate 2)	EF	ChIP-seq
GSM1925405	AT2G23380	Chr2	9953043	9953244	SVPb: MADS family	protein:SVP; gene id:AT2G22540; protein family:MADS; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:v3b; subset:motif	DAPSeq-MADS_tnt-SVP_colamp_v3b	TF	DAP-seq
GSM1193617	AT2G23380	Chr2	9953100	9959527	H3K4me2	jmj14 ldl1 ldl2	jmj14 ldl1 ldl2 H3K4m2 ChIP (replicate 2)	EF	ChIP-seq
GSM1925384	AT2G23380	Chr2	9953275	9953476	LBD18: LOBAS2 family	protein:LBD18; gene id:AT2G45420; protein family:LOBAS2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-LOBAS2_tnt-LBD18_colamp_a	TF	DAP-seq
GSM1925386	AT2G23380	Chr2	9953286	9953487	LBD19: LOBAS2 family	protein:LBD19; gene id:AT2G45410; protein family:LOBAS2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-LOBAS2_tnt-LBD19_colamp_a	TF	DAP-seq
GSM1936273	AT2G23380	Chr2	9953351	9958622	H3K36me3	WT; leaves	H3K36me3_ws_wt_Rep1	EF	ChIP-seq
GSM1925597	AT2G23380	Chr2	9953421	9953622	SND2: NAC family	protein:SND2; gene id:AT4G28500; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-SND2_colamp_a	TF	DAP-seq
GSM2429862	AT2G23380	Chr2	9953424	9958889	H3K36me3	Col-0	Col-0-H3K36me3	EF	ChIP-seq
GSM1925599	AT2G23380	Chr2	9953454	9953655	SND3: NAC family	protein:SND3; gene id:AT1G28470; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-SND3_colamp_a	TF	DAP-seq
GSM1925626	AT2G23380	Chr2	9953501	9953702	AT3G09735: S1Falike family	protein:AT3G09735; gene id:AT3G09735; protein family:S1Falike; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-S1Falike_tnt-AT3G09735_col_a	TF	DAP-seq
GSM1925344	AT2G23380	Chr2	9953502	9953703	HSF3: HSF family	protein:HSF3; gene id:AT5G16820; protein family:HSF; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-HSF_tnt-HSF3_col_a	TF	DAP-seq
GSM1925346	AT2G23380	Chr2	9953502	9953703	HSF7: HSF family	protein:HSF7; gene id:AT4G11660; protein family:HSF; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-HSF_tnt-HSF7_colamp_a	TF	DAP-seq
GSM1193616	AT2G23380	Chr2	9953503	9958907	H3K4me2	WT	Col H3K4m2 ChIP (replicate 2)	EF	ChIP-seq
GSM1925343	AT2G23380	Chr2	9953504	9953705	HSF3: HSF family	protein:HSF3; gene id:AT5G16820; protein family:HSF; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-HSF_tnt-HSF3_colamp_a	TF	DAP-seq
GSM1925352	AT2G23380	Chr2	9953504	9953705	HSFA6B: HSF family	protein:HSFA6B; gene id:AT3G22830; protein family:HSF; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-HSF_tnt-HSFA6B_colamp_a	TF	DAP-seq
GSM1925357	AT2G23380	Chr2	9953507	9953708	HSFC1: HSF family	protein:HSFC1; gene id:AT3G24520; protein family:HSF; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-HSF_tnt-HSFC1_col_a	TF	DAP-seq
GSM2544797	AT2G23380	Chr2	9953558	9958967	H3K36me3	WT; 10 day-old seedlings	WT_H3K36me3_#1	EF	ChIP-seq
GSM1936268	AT2G23380	Chr2	9953569	9958793	H3K36me3	gcn5; leaves 	H3K36me3_ws_gcn5_Rep2	EF	ChIP-seq
GSM1936274	AT2G23380	Chr2	9953595	9958459	H3K36me3	WT; leaves	H3K36me3_ws_wt_Rep2	EF	ChIP-seq
GSM1193619	AT2G23380	Chr2	9953600	9959462	H3K4me2	nrpe1-11	nrpe1 H3K4m2 ChIP (replicate 2)	EF	ChIP-seq
GSM2302418	AT2G23380	Chr2	9953607	9956916	H3K4me3	pWOL:GFP; FACS treated GFP positive root protoplasts	GFP_H3K4me3_1	EF	ChIP-seq
GSM2302424	AT2G23380	Chr2	9953626	9956975	H3K4me3	pWOL:GFP; FACS treated GFP positive root protoplasts	GFP_H3K4me3_2	EF	ChIP-seq
GSM2544806	AT2G23380	Chr2	9953638	9957579	H3K4me3	H3.3 Knockdown; 10 day-old seedlings	H33KD_H3K4me3_#2	EF	ChIP-seq
GSM2544796	AT2G23380	Chr2	9953655	9957957	H3K4me3	WT; 10 day-old seedlings	WT_H3K4me3_#2	EF	ChIP-seq
GSM1936267	AT2G23380	Chr2	9953671	9958842	H3K36me3	gcn5; leaves 	H3K36me3_ws_gcn5_Rep1	EF	ChIP-seq
GSM1936280	AT2G23380	Chr2	9953694	9956518	H3K36ac	sdg8; leaves	H3K36ac_Col_sdg8_Rep2	EF	ChIP-seq
GSM1925170	AT2G23380	Chr2	9953700	9953901	AT2G28810: C2C2dof family	protein:AT2G28810; gene id:AT2G28810; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-AT2G28810_colamp_a	TF	DAP-seq
GSM1936279	AT2G23380	Chr2	9953700	9956557	H3K36ac	sdg8; leaves	H3K36ac_Col_sdg8_Rep1	EF	ChIP-seq
GSM1925258	AT2G23380	Chr2	9953701	9953902	AT3G12130: C3H family	protein:AT3G12130; gene id:AT3G12130; protein family:C3H; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C3H_tnt-AT3G12130_colamp_a	TF	DAP-seq
GSM2429861	AT2G23380	Chr2	9953708	9958273	H3K36me3	Homozygous sdg8 T-DNA insertion	sdg8-H3K36me3	EF	ChIP-seq
GSM1936285	AT2G23380	Chr2	9953758	9956655	H3K36ac	WT; leaves	H3K36ac_Col_wt_Rep1	EF	ChIP-seq
GSM2544808	AT2G23380	Chr2	9953778	9958492	H3K36me3	H3.3 Knockdown; 10 day-old seedlings	H3.3KD_H3K36me3_#2	EF	ChIP-seq
GSM2027818	AT2G23380	Chr2	9953779	9956636	H3K56ac	Col-0 leaves	A_thaliana_H3K56ac_chip	EF	ChIP-seq
GSM2183138	AT2G23380	Chr2	9953780	9956464	H3K9/14ac	250 uM GSNO treated for 16h	ChIP_GSNO_16h_rep2	EF	ChIP-seq
GSM2544798	AT2G23380	Chr2	9953786	9958229	H3K36me3	WT; 10 day-old seedlings	WT_H3K36me3_#2	EF	ChIP-seq
GSM1925299	AT2G23380	Chr2	9953795	9953996	AT4G37180: G2like family	protein:AT4G37180; gene id:AT4G37180; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-AT4G37180_colamp_a	TF	DAP-seq
GSM1925292	AT2G23380	Chr2	9953796	9953997	AT1G49560: G2like family	protein:AT1G49560; gene id:AT1G49560; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-AT1G49560_colamp_a	TF	DAP-seq
GSM2388444	AT2G23380	Chr2	9953796	9956467	H314ac	pwr mutants	pwr2_K14	EF	ChIP-seq
GSM1925314	AT2G23380	Chr2	9953797	9953998	At3g24120: G2like family	protein:At3g24120; gene id:AT3G24120; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-At3g24120_colamp_a	TF	DAP-seq
GSM1925297	AT2G23380	Chr2	9953798	9953999	AT2G40260: G2like family	protein:AT2G40260; gene id:AT2G40260; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-AT2G40260_colamp_a	TF	DAP-seq
GSM1936286	AT2G23380	Chr2	9953822	9956634	H3K36ac	WT; leaves	H3K36ac_Col_wt_Rep2	EF	ChIP-seq
GSM1167544	AT2G23380	Chr2	9953826	9955253	FLM	iFLMdelta-GFP with anti-GFP antbody	DP104-4 (iFLMdelta-GFP)	TF	ChIP-seq
GSM1906916	AT2G23380	Chr2	9953830	9959666	H3K4me2	WT; 4 week-old rosette leaves	H3K4me2_ChIP-Seq_WT	EF	ChIP-seq
GSM2544807	AT2G23380	Chr2	9953832	9958299	H3K36me3	H3.3 Knockdown; 10 day-old seedlings	H3.3KD_H3K36me3_#1	EF	ChIP-seq
GSM2388442	AT2G23380	Chr2	9953845	9956496	H3K14ac	hda9 mutants	hdac_K14	EF	ChIP-seq
GSM1925300	AT2G23380	Chr2	9953854	9954055	AT4G37180: G2like family	protein:AT4G37180; gene id:AT4G37180; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-G2like_tnt-AT4G37180_col_a	TF	DAP-seq
GSM1906919	AT2G23380	Chr2	9953856	9956644	H3K4me2	atx; 4 week-old rosette leaves	H3K4me2_ChIP-Seq_atx	EF	ChIP-seq
GSM1193623	AT2G23380	Chr2	9953863	9956616	H3K4me3	drm2-2	drm2 H3K4m3 ChIP (replicate 2)	EF	ChIP-seq
GSM1925304	AT2G23380	Chr2	9953863	9954064	At1g25550: G2like family	protein:At1g25550; gene id:AT1G25550; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-At1g25550_colamp_a	TF	DAP-seq
GSM2429858	AT2G23380	Chr2	9953863	9956713	H3K36me3	Transgenic H3 insertion (H3.3)	WT-H3K36me3	EF	ChIP-seq
GSM1925315	AT2G23380	Chr2	9953864	9954065	At3g24120: G2like family	protein:At3g24120; gene id:AT3G24120; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-G2like_tnt-At3g24120_col_a	TF	DAP-seq
GSM1242394	AT2G23380	Chr2	9953865	9956503	H3K23ac	Col-0; Leaves of 3 week-old plants	WT_H3K23ac_ChIP	EF	ChIP-seq
GSM1925306	AT2G23380	Chr2	9953865	9954066	At2g01060: G2like family	protein:At2g01060; gene id:AT2G01060; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-At2g01060_colamp_a	TF	DAP-seq
GSM1925309	AT2G23380	Chr2	9953865	9954066	At3g04030: G2like family	protein:At3g04030; gene id:AT3G04030; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-At3g04030_colamp_a	TF	DAP-seq
GSM1925311	AT2G23380	Chr2	9953865	9954066	At3g12730: G2like family	protein:At3g12730; gene id:AT3G12730; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-At3g12730_colamp_a	TF	DAP-seq
GSM1925292	AT2G23380	Chr2	9953866	9954067	AT1G49560: G2like family	protein:AT1G49560; gene id:AT1G49560; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-AT1G49560_colamp_a	TF	DAP-seq
GSM1925293	AT2G23380	Chr2	9953866	9954067	AT1G49560: G2like family	protein:AT1G49560; gene id:AT1G49560; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-G2like_tnt-AT1G49560_col_a	TF	DAP-seq
GSM1925301	AT2G23380	Chr2	9953866	9954067	AT5G45580: G2like family	protein:AT5G45580; gene id:AT5G45580; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-AT5G45580_colamp_a	TF	DAP-seq
GSM1925302	AT2G23380	Chr2	9953866	9954067	AT5G45580: G2like family	protein:AT5G45580; gene id:AT5G45580; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-G2like_tnt-AT5G45580_col_a	TF	DAP-seq
GSM1925310	AT2G23380	Chr2	9953866	9954067	At3g04030: G2like family	protein:At3g04030; gene id:AT3G04030; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-G2like_tnt-At3g04030_col_a	TF	DAP-seq
GSM1655639	AT2G23380	Chr2	9953867	9956550	H3K4me3	mature fully-expanded rosette leaf tissue; 29d	H3K4me3_29d_ChIP	EF	ChIP-seq
GSM2388454	AT2G23380	Chr2	9953867	9956612	H3K9ac	had9 mutants	hdac_K9_rep2	EF	ChIP-seq
GSM1936290	AT2G23380	Chr2	9953870	9956407	H3K36ac	Columbia leaves	H3K36ac_1	EF	ChIP-seq
GSM2544805	AT2G23380	Chr2	9953870	9957214	H3K4me3	H3.3 Knockdown; 10 day-old seedlings	H3.3KD_H3K4me3_#1	EF	ChIP-seq
GSM1925513	AT2G23380	Chr2	9953871	9954072	At4g01280: MYBrelated family	protein:At4g01280; gene id:AT4G01280; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-At4g01280_colamp_a	TF	DAP-seq
GSM1925509	AT2G23380	Chr2	9953872	9954073	At3g09600: MYBrelated family	protein:At3g09600; gene id:AT3G09600; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-At3g09600_colamp_a	TF	DAP-seq
GSM1925527	AT2G23380	Chr2	9953872	9954073	LHY1: MYBrelated family	protein:LHY1; gene id:AT1G01060; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-LHY1_col_a	TF	DAP-seq
GSM1925529	AT2G23380	Chr2	9953872	9954073	RVE1: MYBrelated family	protein:RVE1; gene id:AT5G17300; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-RVE1_col_a	TF	DAP-seq
GSM2051300	AT2G23380	Chr2	9953872	9956547	H3K14ac	ein2-5; 3 day-old seedling after ethylene treatment	ein2_H3K14Ac_ethylene_ChIPseq_rep1	EF	ChIP-seq
GSM2027817	AT2G23380	Chr2	9953873	9959200	H3K36me3	Col-0 leaves	A_thaliana_H3K36me3_chip	EF	ChIP-seq
GSM1655641	AT2G23380	Chr2	9953876	9956541	H3K4me3	mature fully-expanded rosette leaf tissue; 35d	H3K4me3_35d_ChIP	EF	ChIP-seq
GSM2027814	AT2G23380	Chr2	9953876	9956601	H3K4me3	Col-0 leaves	A_thaliana_H3K4me3_chip	EF	ChIP-seq
GSM1193621	AT2G23380	Chr2	9953884	9956606	H3K4me3	WT	Col H3K4m3 ChIP (replicate 2)	EF	ChIP-seq
GSM2051301	AT2G23380	Chr2	9953884	9956397	H3K14ac	ein2-5; 3 day-old seedling after ethylene treatment	ein2_H3K14Ac_ethylene_ChIPseq_rep2	EF	ChIP-seq
GSM2183132	AT2G23380	Chr2	9953885	9956186	H3K9/14ac	250 uM GSNO/500 uM cPTIO treated for 3h	CHIP_GSNO_cPTIO_3h_rep2	EF	ChIP-seq
GSM1667169	AT2G23380	Chr2	9953886	9956457	H3K23ac	drm12cmt23; 3 week-old leaves	drm12cmt23_H3K23ac_ChIP_rep	EF	ChIP-seq
GSM1655643	AT2G23380	Chr2	9953887	9956541	H3K4me3	mature fully-expanded rosette leaf tissue; 42d	H3K4me3_42d_ChIP	EF	ChIP-seq
GSM1655645	AT2G23380	Chr2	9953887	9956577	H3K4me3	mature fully-expanded rosette leaf tissue; 57d	H3K4me3_57d_ChIP	EF	ChIP-seq
GSM2183129	AT2G23380	Chr2	9953888	9956456	H3K9/14ac	250 uM GSH treated for 3h	ChIP_GSH_3h_rep1	EF	ChIP-seq
GSM2183139	AT2G23380	Chr2	9953892	9956434	H3K9/14ac	250 uM GSH treated for 16h	ChIP_GSH_16h_rep1	EF	ChIP-seq
GSM1193624	AT2G23380	Chr2	9953905	9956597	H3K4me3	nrpd1-11	nrpe1 H3K4m3 ChIP (replicate 2)	EF	ChIP-seq
GSM2183140	AT2G23380	Chr2	9953907	9956465	H3K9/14ac	250 uM GSH treated for 16h	ChIP_GSH_16h_rep2	EF	ChIP-seq
GSM2183125	AT2G23380	Chr2	9953913	9956385	H3K9/14ac	Water treated for 3h	ChIP_water_3h_rep1	EF	ChIP-seq
GSM2183131	AT2G23380	Chr2	9953913	9956537	H3K9/14ac	250 uM GSNO/500 uM cPTIO treated for 3h	CHIP_GSNO_cPTIO_3h_rep1	EF	ChIP-seq
GSM1193625	AT2G23380	Chr2	9953914	9956580	H3K4me3	nrpd1-4	nrpd1 H3K4m3 ChIP (replicate 2)	EF	ChIP-seq
GSM1242397	AT2G23380	Chr2	9953921	9956454	H3K23ac	drm12/cmt23; Leaves of 3 week-old plants	drm12cmt23_H3K23ac_ChIP	EF	ChIP-seq
GSM2051285	AT2G23380	Chr2	9953923	9956378	H3K14ac	Col-0;3 day-old whole seedling after air treatment	COL_H3K14Ac_air_ChIPseq	EF	ChIP-seq
GSM1193622	AT2G23380	Chr2	9953925	9956547	H3K4me3	jmj14 ldl1 ldl2	jmj14 ldl1 ldl2 H3K4m3 ChIP (replicate 2)	EF	ChIP-seq
GSM1242400	AT2G23380	Chr2	9953925	9956375	H3K23ac	suvh456; Leaves of 3 week-old plants	suvh456_H3K23ac_ChIP	EF	ChIP-seq
GSM2051291	AT2G23380	Chr2	9953927	9956378	H3K14ac	Col-0; 3 day-old whole seedling after ethylene treatment	COL_H3K14Ac_ethylene_ChIPseq	EF	ChIP-seq
GSM2183141	AT2G23380	Chr2	9953934	9956322	H3K9/14ac	250 uM GSNO/500 uM cPTIO treated for 16h	CHIP_GSNO_cPTIO_16h_rep1	EF	ChIP-seq
GSM1193608	AT2G23380	Chr2	9953937	9955192	H3K4me2	WT	Col H3K4m2 ChIP (replicate 1) A; B; C	EF	ChIP-seq
GSM2051303	AT2G23380	Chr2	9953942	9956512	H3K23ac	ein2-5; 3 day-old seedling after ethylene treatment	ein2_H3K23Ac_ethylene_ChIPseq_rep2	EF	ChIP-seq
GSM2388448	AT2G23380	Chr2	9953942	9956549	H3K9ac	hda9 mutants	hdac_K9_rep1	EF	ChIP-seq
GSM1906917	AT2G23380	Chr2	9953943	9956446	H3K4me3	WT; 4 week-old rosette leaves	H3K4me3_ChIP-Seq_WT	EF	ChIP-seq
GSM2342264	AT2G23380	Chr2	9953951	9956404	H3K27ac	hda9 mutant in mature and early senescence leaves.	hda9-H3K27ac ChIP	EF	ChIP-seq
GSM2388440	AT2G23380	Chr2	9953955	9956429	H3K14ac	WT	Col_K14	EF	ChIP-seq
GSM1936291	AT2G23380	Chr2	9953961	9956536	H3K36ac	Columbia leaves	H3K36ac_2	EF	ChIP-seq
GSM2263692	AT2G23380	Chr2	9953961	9955250	H3K36me3	Col-0; SAM and early stages leaves; 25C treated	H3K36me3-ChIP 25C biological replicate D	EF	ChIP-seq
GSM2544795	AT2G23380	Chr2	9953966	9956580	H3K4me3	WT; 10 day-old seedlings	WT_H3K4me3_#1	EF	ChIP-seq
GSM2388456	AT2G23380	Chr2	9953968	9956546	H3K9ac	pwr mutants	pwr2_K9_rep2	EF	ChIP-seq
GSM2051297	AT2G23380	Chr2	9953969	9956386	H3K23ac	ein2-5; 3 day-old seedling after air treatment	ein2_H3K23Ac_air_ChIPseq_rep1	EF	ChIP-seq
GSM1225090	AT2G23380	Chr2	9953971	9956465	H3K4me3	Col-0; yong leaves	At_H3K4me3_rep1	EF	ChIP-seq
GSM1193610	AT2G23380	Chr2	9953973	9955098	H3K4me2	ldl1 ldl2	ldl1 ldl2 H3K4m2 ChIP (replicate 1) A; B	EF	ChIP-seq
GSM1193611	AT2G23380	Chr2	9953973	9955110	H3K4me2	jmj14 ldl1 ldl2	jmj14 ldl1 ldl2 H3K4m2 ChIP (replicate 1) A; B	EF	ChIP-seq
GSM1667166	AT2G23380	Chr2	9953973	9956331	H3K23ac	Col-0; 3 week-old leaves	WT_H3K23ac_ChIP_rep	EF	ChIP-seq
GSM1225091	AT2G23380	Chr2	9953974	9956513	H3K4me3	Col-0; yong leaves	At_H3K4me3_rep2	EF	ChIP-seq
GSM1669422	AT2G23380	Chr2	9953974	9956440	H3K4me3	Double mutant at3g03940/at518190; 21 day-old rosette leaves in drought stress state	rosettes_dm_peg_H3K4me3_rep1	EF	ChIP-seq
GSM1669420	AT2G23380	Chr2	9953975	9956373	H3K4me3	Double mutant at3g03940/at518190; 21 day-old rosette leaves in normal watered state	rosettes_dm_watered_H3K4me3_rep1	EF	ChIP-seq
GSM2366606	AT2G23380	Chr2	9953977	9956570	H3K9Ac	WT; 14 day-old seedlings	H3K9Ac in WT	EF	ChIP-seq
GSM1669423	AT2G23380	Chr2	9953979	9956528	H3K4me3	Double mutant at3g03940/at518190; 21 day-old rosette leaves in drought stress state	rosettes_dm_peg_H3K4me3_rep2	EF	ChIP-seq
GSM2183137	AT2G23380	Chr2	9953979	9956431	H3K9/14ac	250 uM GSNO treated for 16h	ChIP_GSNO_16h_rep1	EF	ChIP-seq
GSM2051284	AT2G23380	Chr2	9953984	9956453	H3K9ac	Col-0;3 day-old whole seedling after air treatment	COL_H3K9Ac_air_ChIPseq_rep2	EF	ChIP-seq
GSM2183127	AT2G23380	Chr2	9953984	9956321	H3K9/14ac	250 uM GSNO treated for 3h	ChIP_GSNO_3h_rep1	EF	ChIP-seq
GSM1669421	AT2G23380	Chr2	9953987	9956326	H3K4me3	Double mutant at3g03940/at518190; 21 day-old rosette leaves in normal watered state	rosettes_dm_watered_H3K4me3_rep2	EF	ChIP-seq
GSM1464771	AT2G23380	Chr2	9953989	9956268	H3K4me3	col	ChIP-1-130516	EF	ChIP-seq
GSM2051296	AT2G23380	Chr2	9953992	9956272	H3K14ac	ein2-5; 3 day-old seedling after air treatment	ein2_H3K14Ac_air_ChIPseq_rep2	EF	ChIP-seq
GSM1655649	AT2G23380	Chr2	9953995	9956416	H3K9ac 	mature fully-expanded rosette leaf tissue; 34d	H3K9ac_34d_ChIP	EF	ChIP-seq
