Term	Gene	Chr	Start	End	Factor	Desc	Title	Class
GSM1925804	AT3G26790	Chr3	9854090	9854291	bZIP50: bZIP family	protein:bZIP50; gene id:AT1G77920; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:v31; subset:motif	DAPSeq-bZIP_tnt-bZIP50_colamp_v31	TF	DAP-seq
GSM1925805	AT3G26790	Chr3	9854092	9854293	bZIP50: bZIP family	protein:bZIP50; gene id:AT1G77920; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v31; subset:motif	DAPSeq-bZIP_tnt-bZIP50_col_v31	TF	DAP-seq
GSM1925783	AT3G26790	Chr3	9854093	9854294	TGA4: bZIP family	protein:TGA4; gene id:AT5G10030; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-bZIP_tnt-TGA4_colamp_a	TF	DAP-seq
GSM1925779	AT3G26790	Chr3	9854096	9854297	TGA10: bZIP family	protein:TGA10; gene id:AT5G06839; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-bZIP_tnt-TGA10_colamp_a	TF	DAP-seq
GSM1925785	AT3G26790	Chr3	9854096	9854297	TGA5a: bZIP family	protein:TGA5; gene id:AT5G06960; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v3a; subset:motif	DAPSeq-bZIP_tnt-TGA5_col_v3a	TF	DAP-seq
GSM1925789	AT3G26790	Chr3	9854096	9854297	TGA9: bZIP family	protein:TGA9; gene id:AT1G08320; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-bZIP_tnt-TGA9_col_a	TF	DAP-seq
GSM1925781	AT3G26790	Chr3	9854097	9854298	TGA2: bZIP family	protein:TGA2; gene id:AT5G06950; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:v31; subset:motif	DAPSeq-bZIP_tnt-TGA2_colamp_v31	TF	DAP-seq
GSM1925786	AT3G26790	Chr3	9854098	9854299	TGA6: bZIP family	protein:TGA6; gene id:AT3G12250; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-bZIP_tnt-TGA6_colamp_a	TF	DAP-seq
GSM1925787	AT3G26790	Chr3	9854098	9854299	TGA6: bZIP family	protein:TGA6; gene id:AT3G12250; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-bZIP_tnt-TGA6_col_a	TF	DAP-seq
GSM1925788	AT3G26790	Chr3	9854098	9854299	TGA9: bZIP family	protein:TGA9; gene id:AT1G08320; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-bZIP_tnt-TGA9_colamp_a	TF	DAP-seq
GSM1925778	AT3G26790	Chr3	9854099	9854300	TGA1: bZIP family	protein:TGA1; gene id:AT5G65210; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-bZIP_tnt-TGA1_colamp_a	TF	DAP-seq
GSM1925784	AT3G26790	Chr3	9854100	9854301	TGA4: bZIP family	protein:TGA4; gene id:AT5G10030; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-bZIP_tnt-TGA4_col_a	TF	DAP-seq
GSM1925476	AT3G26790	Chr3	9854153	9854354	MYB83: MYB family	protein:MYB83; gene id:AT3G08500; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB83_colamp_a	TF	DAP-seq
GSM2095560	AT3G26790	Chr3	9854156	9855565	FRG1	Wt with acclimatizing (ACC) heat stress	WT_ACC_R3	TF	ChIP-seq
GSM1925454	AT3G26790	Chr3	9854178	9854379	MYB55: MYB family	protein:MYB55; gene id:AT4G01680; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB55_colamp_a	TF	DAP-seq
GSM1925600	AT3G26790	Chr3	9854235	9854436	SND3: NAC family	protein:SND3; gene id:AT1G28470; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:b; subset:motif	DAPSeq-NAC_tnt-SND3_col_b	TF	DAP-seq
GSM1925597	AT3G26790	Chr3	9854237	9854438	SND2: NAC family	protein:SND2; gene id:AT4G28500; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-SND2_colamp_a	TF	DAP-seq
GSM1925563	AT3G26790	Chr3	9854248	9854449	ANAC075: NAC family	protein:ANAC075; gene id:AT4G29230; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC075_col_a	TF	DAP-seq
GSM1925787	AT3G26790	Chr3	9854266	9854467	TGA6: bZIP family	protein:TGA6; gene id:AT3G12250; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-bZIP_tnt-TGA6_col_a	TF	DAP-seq
GSM1925788	AT3G26790	Chr3	9854266	9854467	TGA9: bZIP family	protein:TGA9; gene id:AT1G08320; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-bZIP_tnt-TGA9_colamp_a	TF	DAP-seq
GSM1925804	AT3G26790	Chr3	9854268	9854469	bZIP50: bZIP family	protein:bZIP50; gene id:AT1G77920; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:v31; subset:motif	DAPSeq-bZIP_tnt-bZIP50_colamp_v31	TF	DAP-seq
GSM1925599	AT3G26790	Chr3	9854301	9854502	SND3: NAC family	protein:SND3; gene id:AT1G28470; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-SND3_colamp_a	TF	DAP-seq
GSM624617	AT3G26790	Chr3	9854323	9857020	H3K27me3	ref6-2; whole seedling	ref6-1_H3K27me3_ChIPseq	EF	ChIP-seq
GSM1925561	AT3G26790	Chr3	9854373	9854574	ANAC071: NAC family	protein:ANAC071; gene id:AT4G17980; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC071_colamp_a	TF	DAP-seq
GSM1925563	AT3G26790	Chr3	9854376	9854577	ANAC075: NAC family	protein:ANAC075; gene id:AT4G29230; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC075_col_a	TF	DAP-seq
GSM1925539	AT3G26790	Chr3	9854377	9854578	ANAC013: NAC family	protein:ANAC013; gene id:AT1G32870; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC013_col_a	TF	DAP-seq
GSM1925572	AT3G26790	Chr3	9854378	9854579	ANAC096: NAC family	protein:ANAC096; gene id:AT5G46590; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC096_colamp_a	TF	DAP-seq
GSM1925558	AT3G26790	Chr3	9854379	9854580	ANAC058: NAC family	protein:ANAC058; gene id:AT3G18400; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC058_col_a	TF	DAP-seq
GSM1925552	AT3G26790	Chr3	9854382	9854583	ANAC050: NAC family	protein:ANAC050; gene id:AT3G10480; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC050_colamp_a	TF	DAP-seq
GSM1925584	AT3G26790	Chr3	9854382	9854583	NAC2: NAC family	protein:NAC2; gene id:AT5G04410; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-NAC2_colamp_a	TF	DAP-seq
GSM1925597	AT3G26790	Chr3	9854382	9854583	SND2: NAC family	protein:SND2; gene id:AT4G28500; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-SND2_colamp_a	TF	DAP-seq
GSM1925550	AT3G26790	Chr3	9854383	9854584	ANAC046: NAC family	protein:ANAC046; gene id:AT3G04060; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC046_colamp_a	TF	DAP-seq
GSM1925564	AT3G26790	Chr3	9854383	9854584	ANAC079: NAC family	protein:ANAC079; gene id:AT5G07680; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC079_colamp_a	TF	DAP-seq
GSM1925569	AT3G26790	Chr3	9854383	9854584	ANAC092: NAC family	protein:ANAC092; gene id:AT5G39610; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC092_colamp_a	TF	DAP-seq
GSM1925579	AT3G26790	Chr3	9854383	9854584	CUC1: NAC family	protein:CUC1; gene id:AT3G15170; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-CUC1_colamp_a	TF	DAP-seq
GSM1925605	AT3G26790	Chr3	9854384	9854585	VND4: NAC family	protein:VND4; gene id:AT1G12260; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-VND4_colamp_a	TF	DAP-seq
GSM1925607	AT3G26790	Chr3	9854384	9854585	VND6: NAC family	protein:VND6; gene id:AT5G62380; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v31; subset:motif	DAPSeq-NAC_tnt-VND6_col_v31	TF	DAP-seq
GSM1925553	AT3G26790	Chr3	9854385	9854586	ANAC050a: NAC family	protein:ANAC050; gene id:AT3G10480; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v3a; subset:motif	DAPSeq-NAC_tnt-ANAC050_col_v3a	TF	DAP-seq
GSM1925555	AT3G26790	Chr3	9854385	9854586	ANAC057: NAC family	protein:ANAC057; gene id:AT3G17730; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC057_colamp_a	TF	DAP-seq
GSM1925580	AT3G26790	Chr3	9854385	9854586	CUC1: NAC family	protein:CUC1; gene id:AT3G15170; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v31; subset:motif	DAPSeq-NAC_tnt-CUC1_col_v31	TF	DAP-seq
GSM1925581	AT3G26790	Chr3	9854385	9854586	CUC2: NAC family	protein:CUC2; gene id:AT5G53950; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-CUC2_colamp_a	TF	DAP-seq
GSM1925582	AT3G26790	Chr3	9854385	9854586	CUC3: NAC family	protein:CUC3; gene id:AT1G76420; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-CUC3_colamp_a	TF	DAP-seq
GSM1925590	AT3G26790	Chr3	9854385	9854586	NST1: NAC family	protein:NST1; gene id:AT2G46770; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-NST1_colamp_a	TF	DAP-seq
GSM1925591	AT3G26790	Chr3	9854385	9854586	NST1: NAC family	protein:NST1; gene id:AT2G46770; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v31; subset:motif	DAPSeq-NAC_tnt-NST1_col_v31	TF	DAP-seq
GSM1925601	AT3G26790	Chr3	9854385	9854586	VND1: NAC family	protein:VND1; gene id:AT2G18060; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-VND1_col_a	TF	DAP-seq
GSM1925428	AT3G26790	Chr3	9854386	9854587	MYB119: MYB family	protein:MYB119; gene id:AT5G58850; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB119_col_a	TF	DAP-seq
GSM1925543	AT3G26790	Chr3	9854386	9854587	ANAC020: NAC family	protein:ANAC020; gene id:AT1G54330; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v31; subset:motif	DAPSeq-NAC_tnt-ANAC020_col_v31	TF	DAP-seq
GSM1925549	AT3G26790	Chr3	9854386	9854587	ANAC045: NAC family	protein:ANAC045; gene id:AT3G03200; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC045_col_a	TF	DAP-seq
GSM1925425	AT3G26790	Chr3	9854387	9854588	MYB118: MYB family	protein:MYB118; gene id:AT3G27785; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB118_colamp_a	TF	DAP-seq
GSM1925427	AT3G26790	Chr3	9854387	9854588	MYB119: MYB family	protein:MYB119; gene id:AT5G58850; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB119_colamp_a	TF	DAP-seq
GSM1925482	AT3G26790	Chr3	9854387	9854588	MYB93: MYB family	protein:MYB93; gene id:AT1G34670; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB93_colamp_a	TF	DAP-seq
GSM1925547	AT3G26790	Chr3	9854387	9854588	ANAC042: NAC family	protein:ANAC042; gene id:AT2G43000; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC042_col_a	TF	DAP-seq
GSM1925548	AT3G26790	Chr3	9854387	9854588	ANAC045: NAC family	protein:ANAC045; gene id:AT3G03200; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC045_colamp_a	TF	DAP-seq
GSM1925562	AT3G26790	Chr3	9854387	9854588	ANAC071: NAC family	protein:ANAC071; gene id:AT4G17980; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC071_col_a	TF	DAP-seq
