Term	Gene	Chr	Start	End	Factor	Desc	Title	Class
GSM1955349	AT3G24650	Chr3	8994720	9002497	H3K27me3	2-week old wt seedlings without roots	Col_H3K27me3_ChIPseq_rep2	EF	ChIP-seq
GSM1592581	AT3G24650	Chr3	8994738	9002660	H3K27me3	REF6p::REF6-HA ref6-1; seedlings at 12 DAG	H3K27me3_REF6-HA	EF	ChIP-seq
GSM1592580	AT3G24650	Chr3	8994749	9002518	H3K27me3	ref6-1; seedlings at 12 DAG	H3K27me3_ref6	EF	ChIP-seq
GSM2366608	AT3G24650	Chr3	8994756	9001729	H3K27me3	WT; 14 day-old seedlings	H3K27me3 in WT	EF	ChIP-seq
GSM2287861	AT3G24650	Chr3	8994776	8996301	WRKY33	WRKY33-HA; 1 uM flg22 for 2 h	W33HA_2h_1 (ChIP-Seq)	TF	ChIP-seq
GSM1048079	AT3G24650	Chr3	8994778	9002552	H3K27me3	H3K27me3 of 14 day-old seedlings	H3K27me3 ChIP-seq; seedling	EF	ChIP-seq
GSM1296934	AT3G24650	Chr3	8994789	9002480	H3K27me3	14 day-old brm mutant seedlings	H3K27me3_ChIPSeq in brm_rep1	EF	ChIP-seq
GSM2287869	AT3G24650	Chr3	8994802	8996390	WRKY33	WRKY33-HA; 1 uM flg22 for 2 h	W33HA_2h_2 (ChIP-Seq)	TF	ChIP-seq
GSM1146786	AT3G24650	Chr3	8994812	9001666	H3K27me3	WT; 14 day-old seedlings	H3K27me3_ChIPSeq in wt rep2	EF	ChIP-seq
GSM2079968	AT3G24650	Chr3	8994826	9001900	H3K27me3	lhp1 mutant seeds	H3K27me3 in lhp1 IP Replicate2	EF	ChIP-seq
GSM2367144	AT3G24650	Chr3	8994829	9002654	H3K27me3	WT	Col-0 H3K27me3 7DAG rep2	EF	ChIP-seq
GSM1618745	AT3G24650	Chr3	8994831	8996175	WRKY33	14 hour post inoculation with spores of Botrytis cinerea 2100	WK33-HA Bc 14h rep1	TF	ChIP-seq
GSM2130950	AT3G24650	Chr3	8994839	8996361	HB6	EtOH mock treatment for 4 hours	AT2G22430_HB6_EtOH_ChIP_rep2	TF	ChIP-seq
GSM2130899	AT3G24650	Chr3	8994856	8996515	HAT22	10 uM abscisic acid for 4 hours	AT4G37790_HAT22_ABA_ChIP_rep1	TF	ChIP-seq
GSM2130915	AT3G24650	Chr3	8994865	8996473	MYB3	10 uM abscisic acid for 4 hours	AT1G22640_MYB3_ABA_ChIP_rep3	TF	ChIP-seq
GSM2130875	AT3G24650	Chr3	8994871	8996589	GBF3	10 uM abscisic acid for 4 hours	AT2G46270_GBF3_ABA_ChIP_rep3	TF	ChIP-seq
GSM2130896	AT3G24650	Chr3	8994903	8996388	GBF2	EtOH mock treatment for 4 hours	AT4G01120_GBF2_EtOH_ChIP_rep2	TF	ChIP-seq
GSM1618746	AT3G24650	Chr3	8994917	8996294	WRKY33	14 hour post inoculation with spores of Botrytis cinerea 2100	WK33-HA Bc 14h rep2	TF	ChIP-seq
GSM1264686	AT3G24650	Chr3	8994918	8998236	BBM	2;4-D induced somatic embryos; pBBM::BBM-YFP	pBBM::BBM-YFP	TF	ChIP-seq
GSM1592582	AT3G24650	Chr3	8994921	9002508	H3K27me3	EF6p::REF6-ZnF-HA ref6-1; seedlings at 12 DAG	H3K27me3_REF6-ZnF-HA	EF	ChIP-seq
GSM1466345	AT3G24650	Chr3	8994922	8997446	ABI5	ABI5-Ypet; seedlings treated with 5uM abscisic acid for 4h	ChIPSeq-ABI5_Ypet_2	TF	ChIP-seq
GSM2027816	AT3G24650	Chr3	8994933	9001880	H3K27me3	Col-0 leaves	A_thaliana_H3K27me3_chip	EF	ChIP-seq
GSM1225092	AT3G24650	Chr3	8994942	9002098	H3K27me3	Col-0; yong leaves	At_H3K27me3_rep1	EF	ChIP-seq
GSM2130863	AT3G24650	Chr3	8995004	8997067	NFYB2	10 uM abscisic acid for 4 hours	AT5G47640_NFYB2_ABA_ChIP_rep3	TF	ChIP-seq
GSM2367142	AT3G24650	Chr3	8995007	9002667	H3K27me3	WT	Col-0 H3K27me3 7DAG rep1	EF	ChIP-seq
GSM2130861	AT3G24650	Chr3	8995009	8997424	NFYB2	10 uM abscisic acid for 4 hours	AT5G47640_NFYB2_ABA_ChIP_rep2	TF	ChIP-seq
GSM1296933	AT3G24650	Chr3	8995150	9002371	H3K27me3	14 day-old wt seedlings	H3K27me3_ChIPSeq in wt_rep2	EF	ChIP-seq
GSM1296939	AT3G24650	Chr3	8995179	9002159	H3K27me3	14 day-old brm/clf mutant seedlings	H3K27me3_ChIPSeq in brm clf_rep2	EF	ChIP-seq
GSM1925741	AT3G24650	Chr3	8995181	8995382	ATHB25: ZFHD family	protein:ATHB25; gene id:AT5G65410; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-ATHB25_col_a	TF	DAP-seq
GSM1925144	AT3G24650	Chr3	8995185	8995386	At1g76110: ARID family	protein:At1g76110; gene id:AT1G76110; protein family:ARID; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-ARID_tnt-At1g76110_col_a	TF	DAP-seq
GSM1925215	AT3G24650	Chr3	8995222	8995423	GATA20: C2C2gata family	protein:GATA20; gene id:AT2G18380; protein family:C2C2gata; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2C2gata_tnt-GATA20_colamp_a	TF	DAP-seq
GSM1925737	AT3G24650	Chr3	8995226	8995427	ATHB23: ZFHD family	protein:ATHB23; gene id:AT5G39760; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:b; subset:motif	DAPSeq-ZFHD_tnt-ATHB23_col_b	TF	DAP-seq
GSM1925165	AT3G24650	Chr3	8995229	8995430	CRC: C2C2YABBY family	protein:CRC; gene id:AT1G69180; protein family:C2C2YABBY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2YABBY_tnt-CRC_col_a	TF	DAP-seq
GSM1925740	AT3G24650	Chr3	8995229	8995430	ATHB25: ZFHD family	protein:ATHB25; gene id:AT5G65410; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-ATHB25_colamp_a	TF	DAP-seq
GSM1925143	AT3G24650	Chr3	8995232	8995433	At1g76110: ARID family	protein:At1g76110; gene id:AT1G76110; protein family:ARID; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-ARID_tnt-At1g76110_colamp_a	TF	DAP-seq
GSM1925744	AT3G24650	Chr3	8995232	8995433	ATHB34: ZFHD family	protein:ATHB34; gene id:AT3G28920; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-ATHB34_colamp_a	TF	DAP-seq
GSM1925742	AT3G24650	Chr3	8995234	8995435	ATHB33: ZFHD family	protein:ATHB33; gene id:AT1G75240; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-ATHB33_colamp_a	TF	DAP-seq
GSM1925468	AT3G24650	Chr3	8995242	8995443	MYB67: MYB family	protein:MYB67; gene id:AT3G12720; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB67_col_a	TF	DAP-seq
GSM1925411	AT3G24650	Chr3	8995243	8995444	MS188: MYB family	protein:MS188; gene id:AT5G56110; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MS188_colamp_a	TF	DAP-seq
GSM1925454	AT3G24650	Chr3	8995243	8995444	MYB55: MYB family	protein:MYB55; gene id:AT4G01680; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB55_colamp_a	TF	DAP-seq
GSM1925435	AT3G24650	Chr3	8995244	8995445	MYB27: MYB family	protein:MYB27; gene id:AT3G53200; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB27_col_a	TF	DAP-seq
GSM1925141	AT3G24650	Chr3	8995253	8995454	AT1G20910: ARID family	protein:AT1G20910; gene id:AT1G20910; protein family:ARID; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-ARID_tnt-AT1G20910_col_a	TF	DAP-seq
GSM1296932	AT3G24650	Chr3	8995306	9001755	H3K27me3	14 day-old wt seedlings	H3K27me3_ChIPSeq in wt_rep1	EF	ChIP-seq
GSM1644821	AT3G24650	Chr3	8995343	9001551	H3K27me3	atring1a;b; 2 week-old seedlings without root	atring1a;b_H3K27me3_ChIPseq	EF	ChIP-seq
GSM1296937	AT3G24650	Chr3	8995347	9001691	H3K27me3	14 day-old clf mutant seedlings	H3K27me3_ChIPSeq in clf_rep2	EF	ChIP-seq
GSM1925186	AT3G24650	Chr3	8995348	8995549	At5g62940: C2C2dof family	protein:At5g62940; gene id:AT5G62940; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-At5g62940_col_a	TF	DAP-seq
GSM1925175	AT3G24650	Chr3	8995355	8995556	AT5G02460: C2C2dof family	protein:AT5G02460; gene id:AT5G02460; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-AT5G02460_col_a	TF	DAP-seq
GSM1296938	AT3G24650	Chr3	8995362	9001760	H3K27me3	14 day-old brm/clf mutant seedlings	H3K27me3_ChIPSeq in brm clf_rep1	EF	ChIP-seq
GSM2079970	AT3G24650	Chr3	8995364	9002261	H3K27me3	clf mutant seeds	H3K27me3 in CLF IP Replicate2	EF	ChIP-seq
GSM2028112	AT3G24650	Chr3	8995372	9002508	H3K27me3	clf mutant seeds	H3K27me3 in CLF	EF	ChIP-seq
GSM1925272	AT3G24650	Chr3	8995392	8995593	AT2G20110: CPP family	protein:AT2G20110; gene id:AT2G20110; protein family:CPP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-CPP_tnt-AT2G20110_colamp_a	TF	DAP-seq
GSM1925274	AT3G24650	Chr3	8995392	8995593	SOL1: CPP family	protein:SOL1; gene id:AT3G22760; protein family:CPP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-CPP_tnt-SOL1_colamp_a	TF	DAP-seq
GSM1925275	AT3G24650	Chr3	8995393	8995594	TCX2: CPP family	protein:TCX2; gene id:AT4G14770; protein family:CPP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-CPP_tnt-TCX2_colamp_a	TF	DAP-seq
GSM1925276	AT3G24650	Chr3	8995393	8995594	TCX2: CPP family	protein:TCX2; gene id:AT4G14770; protein family:CPP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-CPP_tnt-TCX2_col_a	TF	DAP-seq
GSM1296936	AT3G24650	Chr3	8995409	9001758	H3K27me3	14 day-old clf mutant seedlings	H3K27me3_ChIPSeq in clf_rep1	EF	ChIP-seq
GSM1644813	AT3G24650	Chr3	8995440	9001587	H3K27me3	Col; 2 week-old seedlings without roots	Col_H3K27me3_ChIPseq	EF	ChIP-seq
GSM1925443	AT3G24650	Chr3	8995440	8995641	MYB3R4: MYB family	protein:MYB3R4; gene id:AT5G11510; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB3R4_col_a	TF	DAP-seq
GSM1530045	AT3G24650	Chr3	8995456	9001307	H3K27me3	WT_Col	H3K27me3_ChIP-seq_WT_Col_Rep2	EF	ChIP-seq
GSM1925565	AT3G24650	Chr3	8995473	8995674	ANAC083: NAC family	protein:ANAC083; gene id:AT5G13180; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC083_colamp_a	TF	DAP-seq
GSM1925566	AT3G24650	Chr3	8995474	8995675	ANAC083a: NAC family	protein:ANAC083; gene id:AT5G13180; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v3a; subset:motif	DAPSeq-NAC_tnt-ANAC083_col_v3a	TF	DAP-seq
GSM1925632	AT3G24650	Chr3	8995474	8995675	SPL15: SBP family	protein:SPL15; gene id:AT3G57920; protein family:SBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-SBP_tnt-SPL15_colamp_a	TF	DAP-seq
GSM1925636	AT3G24650	Chr3	8995474	8995675	SPL5: SBP family	protein:SPL5; gene id:AT3G15270; protein family:SBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-SBP_tnt-SPL5_colamp_a	TF	DAP-seq
GSM1925638	AT3G24650	Chr3	8995474	8995675	SPL9: SBP family	protein:SPL9; gene id:AT2G42200; protein family:SBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-SBP_tnt-SPL9_colamp_a	TF	DAP-seq
GSM1925546	AT3G24650	Chr3	8995475	8995676	ANAC038: NAC family	protein:ANAC038; gene id:AT2G24430; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC038_col_a	TF	DAP-seq
GSM1925578	AT3G24650	Chr3	8995475	8995676	ATAF1: NAC family	protein:ATAF1; gene id:AT1G01720; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ATAF1_col_a	TF	DAP-seq
GSM1925703	AT3G24650	Chr3	8995486	8995687	WRKY28: WRKY family	protein:WRKY28; gene id:AT4G18170; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY28_col_a	TF	DAP-seq
GSM1925705	AT3G24650	Chr3	8995486	8995687	WRKY29: WRKY family	protein:WRKY29; gene id:AT4G23550; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY29_col_a	TF	DAP-seq
GSM1925718	AT3G24650	Chr3	8995487	8995688	WRKY45: WRKY family	protein:WRKY45; gene id:AT3G01970; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY45_col_a	TF	DAP-seq
GSM1925732	AT3G24650	Chr3	8995487	8995688	WRKY71: WRKY family	protein:WRKY71; gene id:AT1G29860; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY71_col_a	TF	DAP-seq
GSM1925701	AT3G24650	Chr3	8995488	8995689	WRKY27: WRKY family	protein:WRKY27; gene id:AT5G52830; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY27_col_a	TF	DAP-seq
GSM1925704	AT3G24650	Chr3	8995488	8995689	WRKY29: WRKY family	protein:WRKY29; gene id:AT4G23550; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY29_colamp_a	TF	DAP-seq
GSM1925730	AT3G24650	Chr3	8995488	8995689	WRKY65: WRKY family	protein:WRKY65; gene id:AT1G29280; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY65_col_a	TF	DAP-seq
GSM1925734	AT3G24650	Chr3	8995488	8995689	WRKY75: WRKY family	protein:WRKY75; gene id:AT5G13080; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY75_col_a	TF	DAP-seq
GSM1925686	AT3G24650	Chr3	8995492	8995693	WRKY15: WRKY family	protein:WRKY15; gene id:AT2G23320; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:b; subset:motif	DAPSeq-WRKY_tnt-WRKY15_col_b	TF	DAP-seq
GSM1925438	AT3G24650	Chr3	8995498	8995699	MYB33: MYB family	protein:MYB33; gene id:AT5G06100; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB33_col_a	TF	DAP-seq
GSM1925694	AT3G24650	Chr3	8995506	8995707	WRKY24: WRKY family	protein:WRKY24; gene id:AT5G41570; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY24_colamp_a	TF	DAP-seq
GSM1925695	AT3G24650	Chr3	8995506	8995707	WRKY24: WRKY family	protein:WRKY24; gene id:AT5G41570; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY24_col_a	TF	DAP-seq
GSM1925696	AT3G24650	Chr3	8995506	8995707	WRKY25: WRKY family	protein:WRKY25; gene id:AT2G30250; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY25_colamp_a	TF	DAP-seq
GSM1925684	AT3G24650	Chr3	8995507	8995708	WRKY14: WRKY family	protein:WRKY14; gene id:AT1G30650; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY14_col_a	TF	DAP-seq
GSM1925690	AT3G24650	Chr3	8995507	8995708	WRKY18: WRKY family	protein:WRKY18; gene id:AT4G31800; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY18_col_a	TF	DAP-seq
GSM1925692	AT3G24650	Chr3	8995507	8995708	WRKY21: WRKY family	protein:WRKY21; gene id:AT2G30590; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY21_colamp_a	TF	DAP-seq
GSM1925693	AT3G24650	Chr3	8995507	8995708	WRKY22: WRKY family	protein:WRKY22; gene id:AT4G01250; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY22_colamp_a	TF	DAP-seq
GSM1925697	AT3G24650	Chr3	8995507	8995708	WRKY25: WRKY family	protein:WRKY25; gene id:AT2G30250; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY25_col_a	TF	DAP-seq
