Term	Gene	Chr	Start	End	Factor	Desc	Title	Class
GSM1925390	AT1G23490	Chr1	8334767	8334968	LBD23: LOBAS2 family	protein:LBD23; gene id:AT3G26620; protein family:LOBAS2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-LOBAS2_tnt-LBD23_colamp_a	TF	DAP-seq
GSM1925388	AT1G23490	Chr1	8334769	8334970	LBD2: LOBAS2 family	protein:LBD2; gene id:AT1G06280; protein family:LOBAS2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-LOBAS2_tnt-LBD2_colamp_a	TF	DAP-seq
GSM2544801	AT1G23490	Chr1	8334769	8336400	H2A.Z	H3.3 Knockdown; 10 day-old seedlings	H3.3KD_H2A.Z_#1	EF	ChIP-seq
GSM1925380	AT1G23490	Chr1	8334770	8334971	ASL18: LOBAS2 family	protein:ASL18; gene id:AT2G42430; protein family:LOBAS2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-LOBAS2_tnt-ASL18_colamp_a	TF	DAP-seq
GSM1925384	AT1G23490	Chr1	8334777	8334978	LBD18: LOBAS2 family	protein:LBD18; gene id:AT2G45420; protein family:LOBAS2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-LOBAS2_tnt-LBD18_colamp_a	TF	DAP-seq
GSM1925386	AT1G23490	Chr1	8334777	8334978	LBD19: LOBAS2 family	protein:LBD19; gene id:AT2G45410; protein family:LOBAS2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-LOBAS2_tnt-LBD19_colamp_a	TF	DAP-seq
GSM1925389	AT1G23490	Chr1	8334786	8334987	LBD2: LOBAS2 family	protein:LBD2; gene id:AT1G06280; protein family:LOBAS2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-LOBAS2_tnt-LBD2_col_a	TF	DAP-seq
GSM1925387	AT1G23490	Chr1	8334796	8334997	LBD19: LOBAS2 family	protein:LBD19; gene id:AT2G45410; protein family:LOBAS2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-LOBAS2_tnt-LBD19_col_a	TF	DAP-seq
GSM1925690	AT1G23490	Chr1	8334797	8334998	WRKY18: WRKY family	protein:WRKY18; gene id:AT4G31800; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY18_col_a	TF	DAP-seq
GSM1925408	AT1G23490	Chr1	8334834	8335035	ATY13: MYB family	protein:ATY13; gene id:AT1G74650; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-ATY13_col_a	TF	DAP-seq
GSM1925440	AT1G23490	Chr1	8334846	8335047	MYB39: MYB family	protein:MYB39; gene id:AT4G17785; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB39_col_a	TF	DAP-seq
GSM1925411	AT1G23490	Chr1	8334869	8335070	MS188: MYB family	protein:MS188; gene id:AT5G56110; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MS188_colamp_a	TF	DAP-seq
GSM1925451	AT1G23490	Chr1	8334870	8335071	MYB49: MYB family	protein:MYB49; gene id:AT5G54230; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB49_col_a	TF	DAP-seq
GSM1925420	AT1G23490	Chr1	8334871	8335072	MYB107: MYB family	protein:MYB107; gene id:AT3G02940; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB107_colamp_a	TF	DAP-seq
GSM1925421	AT1G23490	Chr1	8334871	8335072	MYB107: MYB family	protein:MYB107; gene id:AT3G02940; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB107_col_a	TF	DAP-seq
GSM1925450	AT1G23490	Chr1	8334871	8335072	MYB49: MYB family	protein:MYB49; gene id:AT5G54230; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB49_colamp_a	TF	DAP-seq
GSM1925412	AT1G23490	Chr1	8334872	8335073	MS188: MYB family	protein:MS188; gene id:AT5G56110; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MS188_col_a	TF	DAP-seq
GSM1925703	AT1G23490	Chr1	8334877	8335078	WRKY28: WRKY family	protein:WRKY28; gene id:AT4G18170; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY28_col_a	TF	DAP-seq
GSM1925732	AT1G23490	Chr1	8334878	8335079	WRKY71: WRKY family	protein:WRKY71; gene id:AT1G29860; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY71_col_a	TF	DAP-seq
GSM958796	AT1G23490	Chr1	8334913	8339058	NRPE1	Floral tissue of drd1-6 mutant (eco. Columbia) with NRPE1-FLAG transgene	NRPE1 ChIP drd1 mutant	EF	ChIP-seq
GSM1925734	AT1G23490	Chr1	8334920	8335121	WRKY75: WRKY family	protein:WRKY75; gene id:AT5G13080; protein family:WRKY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-WRKY_tnt-WRKY75_col_a	TF	DAP-seq
GSM1232782	AT1G23490	Chr1	8334964	8336435	H2AZ	Col-0; Leaves of 3 week-old plants	WT_H2AZ_ChIP	EF	ChIP-seq
GSM1925293	AT1G23490	Chr1	8335027	8335228	AT1G49560: G2like family	protein:AT1G49560; gene id:AT1G49560; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-G2like_tnt-AT1G49560_col_a	TF	DAP-seq
GSM1925308	AT1G23490	Chr1	8335029	8335230	At2g03500: G2like family	protein:At2g03500; gene id:AT2G03500; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-G2like_tnt-At2g03500_col_a	TF	DAP-seq
GSM1925292	AT1G23490	Chr1	8335060	8335261	AT1G49560: G2like family	protein:AT1G49560; gene id:AT1G49560; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-AT1G49560_colamp_a	TF	DAP-seq
GSM1242394	AT1G23490	Chr1	8335179	8339045	H3K23ac	Col-0; Leaves of 3 week-old plants	WT_H3K23ac_ChIP	EF	ChIP-seq
GSM958797	AT1G23490	Chr1	8335189	8339071	NRPE1	Floral tissue of dms3-4 mutant (eco. Columbia) with NRPE1-FLAG transgene	NRPE1 ChIP dms3 mutant	EF	ChIP-seq
GSM1925559	AT1G23490	Chr1	8335266	8335467	ANAC062: NAC family	protein:ANAC062; gene id:AT3G49530; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC062_colamp_a	TF	DAP-seq
GSM958793	AT1G23490	Chr1	8335294	8338601	NRPE1	Floral tissue of transgenic NRPE-FLAG	NRPE1 ChIP	EF	ChIP-seq
GSM1499341	AT1G23490	Chr1	8335378	8336803	NRPE1	drm2-2; floral tissue	Endogenous_NRPE1_ChIPseq-drm2	EF	ChIP-seq
GSM1499339	AT1G23490	Chr1	8335388	8336868	NRPE1	Col; floral tissue	Endogenous_NRPE1_ChIPseq-Col	EF	ChIP-seq
GSM1925535	AT1G23490	Chr1	8335389	8335590	ANAC004: NAC family	protein:ANAC004; gene id:AT1G02230; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC004_col_a	TF	DAP-seq
GSM1499342	AT1G23490	Chr1	8335390	8336833	NRPE1	drm3-1; floral tissue	Endogenous_NRPE1_ChIPseq-drm3	EF	ChIP-seq
GSM1925536	AT1G23490	Chr1	8335395	8335596	ANAC005: NAC family	protein:ANAC005; gene id:AT1G02250; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC005_col_a	TF	DAP-seq
GSM1925544	AT1G23490	Chr1	8335395	8335596	ANAC028: NAC family	protein:ANAC028; gene id:AT1G65910; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC028_col_a	TF	DAP-seq
GSM1925553	AT1G23490	Chr1	8335395	8335596	ANAC050a: NAC family	protein:ANAC050; gene id:AT3G10480; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v3a; subset:motif	DAPSeq-NAC_tnt-ANAC050_col_v3a	TF	DAP-seq
GSM1925585	AT1G23490	Chr1	8335395	8335596	NAC2a: NAC family	protein:NAC2; gene id:AT5G04410; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v3a; subset:motif	DAPSeq-NAC_tnt-NAC2_col_v3a	TF	DAP-seq
GSM1925552	AT1G23490	Chr1	8335396	8335597	ANAC050: NAC family	protein:ANAC050; gene id:AT3G10480; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC050_colamp_a	TF	DAP-seq
GSM1925554	AT1G23490	Chr1	8335396	8335597	ANAC053: NAC family	protein:ANAC053; gene id:AT3G10500; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC053_colamp_a	TF	DAP-seq
GSM1925557	AT1G23490	Chr1	8335396	8335597	ANAC058: NAC family	protein:ANAC058; gene id:AT3G18400; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC058_colamp_a	TF	DAP-seq
GSM1925584	AT1G23490	Chr1	8335396	8335597	NAC2: NAC family	protein:NAC2; gene id:AT5G04410; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-NAC2_colamp_a	TF	DAP-seq
GSM1925558	AT1G23490	Chr1	8335397	8335598	ANAC058: NAC family	protein:ANAC058; gene id:AT3G18400; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC058_col_a	TF	DAP-seq
GSM1925546	AT1G23490	Chr1	8335398	8335599	ANAC038: NAC family	protein:ANAC038; gene id:AT2G24430; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC038_col_a	TF	DAP-seq
GSM1925534	AT1G23490	Chr1	8335400	8335601	ANAC004: NAC family	protein:ANAC004; gene id:AT1G02230; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC004_colamp_a	TF	DAP-seq
GSM1925550	AT1G23490	Chr1	8335406	8335607	ANAC046: NAC family	protein:ANAC046; gene id:AT3G04060; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC046_colamp_a	TF	DAP-seq
GSM1925017	AT1G23490	Chr1	8335408	8335609	AT1G12630: AP2EREBP family	protein:AT1G12630; gene id:AT1G12630; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-AT1G12630_colamp_a	TF	DAP-seq
GSM1925024	AT1G23490	Chr1	8335408	8335609	AT1G77200: AP2EREBP family	protein:AT1G77200; gene id:AT1G77200; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-AT1G77200_colamp_a	TF	DAP-seq
GSM1925134	AT1G23490	Chr1	8335408	8335609	Rap210: AP2EREBP family	protein:Rap2.10; gene id:AT5G52020; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-Rap210_col_a	TF	DAP-seq
GSM1925026	AT1G23490	Chr1	8335409	8335610	AT3G16280: AP2EREBP family	protein:AT3G16280; gene id:AT3G16280; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-AT3G16280_colamp_a	TF	DAP-seq
GSM1925029	AT1G23490	Chr1	8335409	8335610	AT3G60490: AP2EREBP family	protein:AT3G60490; gene id:AT3G60490; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-AT3G60490_colamp_a	TF	DAP-seq
GSM1925044	AT1G23490	Chr1	8335409	8335610	At4g16750: AP2EREBP family	protein:At4g16750; gene id:AT4G16750; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-At4g16750_col_a	TF	DAP-seq
GSM1925060	AT1G23490	Chr1	8335409	8335610	CBF4: AP2EREBP family	protein:CBF4; gene id:AT5G51990; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-CBF4_colamp_a	TF	DAP-seq
GSM1925595	AT1G23490	Chr1	8335409	8335610	SMB: NAC family	protein:SMB; gene id:AT1G79580; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-SMB_colamp_a	TF	DAP-seq
GSM1925752	AT1G23490	Chr1	8335410	8335611	bHLH10: bHLH family	protein:bHLH10; gene id:AT2G31220; protein family:bHLH; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-bHLH_tnt-bHLH10_colamp_a	TF	DAP-seq
GSM1925600	AT1G23490	Chr1	8335413	8335614	SND3: NAC family	protein:SND3; gene id:AT1G28470; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:b; subset:motif	DAPSeq-NAC_tnt-SND3_col_b	TF	DAP-seq
GSM1925599	AT1G23490	Chr1	8335418	8335619	SND3: NAC family	protein:SND3; gene id:AT1G28470; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-SND3_colamp_a	TF	DAP-seq
GSM1925563	AT1G23490	Chr1	8335432	8335633	ANAC075: NAC family	protein:ANAC075; gene id:AT4G29230; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC075_col_a	TF	DAP-seq
GSM1499346	AT1G23490	Chr1	8335443	8337339	NRPE1	drm3-1; floral tissue	FLAG-NRPE1_ChIPseq-drm3_replicate_2	EF	ChIP-seq
GSM1925597	AT1G23490	Chr1	8335458	8335659	SND2: NAC family	protein:SND2; gene id:AT4G28500; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-SND2_colamp_a	TF	DAP-seq
GSM1925250	AT1G23490	Chr1	8335482	8335683	SGR5: C2H2 family	protein:SGR5; gene id:AT2G01940; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2H2_tnt-SGR5_colamp_a	TF	DAP-seq
GSM1925241	AT1G23490	Chr1	8335485	8335686	IDD4: C2H2 family	protein:IDD4; gene id:AT2G02080; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2H2_tnt-IDD4_col_a	TF	DAP-seq
GSM1925243	AT1G23490	Chr1	8335485	8335686	IDD7: C2H2 family	protein:IDD7; gene id:AT1G55110; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2H2_tnt-IDD7_col_a	TF	DAP-seq
GSM1257923	AT1G23490	Chr1	8335490	8337327	NRPE1	genotype: Wild type ecotype: Columbia w/ NRPE1-Flag transgene	121119_LJ_ChIPseq_index_10_rawreads_50bp.qseq.gz	EF	ChIP-seq
GSM958795	AT1G23490	Chr1	8335490	8337414	NRPE1	Floral tissue of transgenic NRPE-FLAG	NRPE1 ChIP replicate 2	EF	ChIP-seq
GSM2051292	AT1G23490	Chr1	8335495	8339009	H3K23ac	Col-0; 3 day-old whole seedling after ethylene treatment	COL_H3K23Ac_ethylene_ChIPseq_rep1	EF	ChIP-seq
GSM1257929	AT1G23490	Chr1	8335521	8336963	NRPE1	genotype: met1-3 ecotype: Columbia	130513_LJ_ChIP_index_4_rawreads_50bp.qseq.gz	EF	ChIP-seq
GSM1257924	AT1G23490	Chr1	8335524	8337354	NRPE1	genotype: suvh2 suvh9 ecotype: Columbia w/ NRPE1-Flag transgene	121119_LJ_ChIPseq_index_11_rawreads_50bp.qseq.gz	EF	ChIP-seq
GSM1499345	AT1G23490	Chr1	8335526	8337335	NRPE1	drm2-2; floral tissue	FLAG-NRPE1_ChIPseq-Col_replicate_2	EF	ChIP-seq
GSM1383847	AT1G23490	Chr1	8335531	8339528	SPCH	SPCHp:SPCH2-4A-MYC in spch3; 4-day-old light grown seedlings	SPCH ChIP-Seq	TF	ChIP-seq
GSM2051302	AT1G23490	Chr1	8335534	8338848	H3K23ac	ein2-5; 3 day-old seedling after ethylene treatment	ein2_H3K23Ac_ethylene_ChIPseq_rep1	EF	ChIP-seq
GSM1925405	AT1G23490	Chr1	8335540	8335741	SVPb: MADS family	protein:SVP; gene id:AT2G22540; protein family:MADS; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:v3b; subset:motif	DAPSeq-MADS_tnt-SVP_colamp_v3b	TF	DAP-seq
GSM1463810	AT1G23490	Chr1	8335543	8339432	BLUEJAY	BLJ-YFP	At_BLJ_YFP_2	TF	ChIP-seq
GSM2130906	AT1G23490	Chr1	8335554	8339748	FBH3	EtOH mock treatment for 4 hours	AT1G51140_FBH3_EtOH_ChIP_rep1	TF	ChIP-seq
GSM2130910	AT1G23490	Chr1	8335559	8337717	FBH3	EtOH mock treatment for 4 hours	AT1G51140_FBH3_EtOH_ChIP_rep3	TF	ChIP-seq
GSM1925403	AT1G23490	Chr1	8335563	8335764	AGL63: MADS family	protein:AGL63; gene id:AT1G31140; protein family:MADS; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MADS_tnt-AGL63_col_a	TF	DAP-seq
GSM2051303	AT1G23490	Chr1	8335569	8338860	H3K23ac	ein2-5; 3 day-old seedling after ethylene treatment	ein2_H3K23Ac_ethylene_ChIPseq_rep2	EF	ChIP-seq
GSM1925234	AT1G23490	Chr1	8335573	8335774	At5g04390_col200_a: C2H2 family	protein:At5g04390; gene id:AT5G04390; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2H2_tnt-At5g04390_col200_a	TF	DAP-seq
GSM1925254	AT1G23490	Chr1	8335574	8335775	STZ: C2H2 family	protein:STZ; gene id:AT1G27730; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2H2_tnt-STZ_colamp_a	TF	DAP-seq
GSM1925578	AT1G23490	Chr1	8335583	8335784	ATAF1: NAC family	protein:ATAF1; gene id:AT1G01720; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ATAF1_col_a	TF	DAP-seq
GSM1925356	AT1G23490	Chr1	8335618	8335819	HSFC1: HSF family	protein:HSFC1; gene id:AT3G24520; protein family:HSF; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-HSF_tnt-HSFC1_colamp_a	TF	DAP-seq
GSM1463812	AT1G23490	Chr1	8335620	8339216	JACKDAW	JKD-YFP	At_JKD_YFP_1	TF	ChIP-seq
GSM1925233	AT1G23490	Chr1	8335627	8335828	At3g60580: C2H2 family	protein:At3g60580; gene id:AT3G60580; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2H2_tnt-At3g60580_col_a	TF	DAP-seq
GSM2028113	AT1G23490	Chr1	8335633	8339906	H3K27me3	WT seeds	RNAPol-II	EF	ChIP-seq
GSM1247501	AT1G23490	Chr1	8335636	8339575	JAG	jag-2; JAG:JAG-GFP	JAG-GFP replicate 3	TF	ChIP-seq
GSM2130912	AT1G23490	Chr1	8335651	8337327	MYB3	EtOH mock treatment for 4 hours	AT1G22640_MYB3_EtOH_ChIP_rep1	TF	ChIP-seq
GSM2130872	AT1G23490	Chr1	8335654	8337345	GBF3	EtOH mock treatment for 4 hours	AT2G46270_GBF3_EtOH_ChIP_rep1	TF	ChIP-seq
GSM2130913	AT1G23490	Chr1	8335672	8337298	MYB3	10 uM abscisic acid for 4 hours	AT1G22640_MYB3_ABA_ChIP_rep2	TF	ChIP-seq
GSM1400501	AT1G23490	Chr1	8335675	8339523	FHY1	35S: GFP-FHY1; fhy1-1; 4 day-old seedlings	FHY1-GFP_1_ChIP-seq	TF	ChIP-seq
GSM2130867	AT1G23490	Chr1	8335677	8337280	ABF1	10 uM abscisic acid for 4 hours	AT1G49720_ABF1_ABA_ChIP_rep2	TF	ChIP-seq
GSM1665429	AT1G23490	Chr1	8335683	8337426	PIF4	PIF4-3xFlag-6xHis seedlings treated with low blue light for 16 hours	ChIPSeq-PIF4_FLAG_Rep3	EF	ChIP-seq
GSM2130876	AT1G23490	Chr1	8335684	8337308	GBF3	EtOH mock treatment for 4 hours	AT2G46270_GBF3_EtOH_ChIP_rep3	TF	ChIP-seq
GSM2130874	AT1G23490	Chr1	8335692	8337319	GBF3	EtOH mock treatment for 4 hours	AT2G46270_GBF3_EtOH_ChIP_rep2	TF	ChIP-seq
GSM2130944	AT1G23490	Chr1	8335697	8337252	HB5	EtOH mock treatment for 4 hours	AT5G65310_HB5_EtOH_ChIP_rep2	TF	ChIP-seq
GSM2130875	AT1G23490	Chr1	8335698	8337283	GBF3	10 uM abscisic acid for 4 hours	AT2G46270_GBF3_ABA_ChIP_rep3	TF	ChIP-seq
GSM2130980	AT1G23490	Chr1	8335704	8337317	ABF3	EtOH mock treatment for 4 hours	AT4G34000_ABF3_EtOH_ChIP_rep3	TF	ChIP-seq
GSM2131012	AT1G23490	Chr1	8335705	8337335	DTAF1	10 uM dexamethasone; 6 hours	AT3G45810_DTAF1_Dex_6h_ChIP	TF	ChIP-seq
GSM2130946	AT1G23490	Chr1	8335706	8337311	HB5	EtOH mock treatment for 4 hours	AT5G65310_HB5_EtOH_ChIP_rep3	TF	ChIP-seq
GSM2130871	AT1G23490	Chr1	8335707	8337304	GBF3	10 uM abscisic acid for 4 hours	AT2G46270_GBF3_ABA_ChIP_rep1	TF	ChIP-seq
GSM2130896	AT1G23490	Chr1	8335707	8337329	GBF2	EtOH mock treatment for 4 hours	AT4G01120_GBF2_EtOH_ChIP_rep2	TF	ChIP-seq
