Term	Gene	Chr	Start	End	Factor	Desc	Title	Class
GSM2130908	AT1G59750	Chr1	21975951	21977341	FBH3	EtOH mock treatment for 4 hours	AT1G51140_FBH3_EtOH_ChIP_rep2	TF	ChIP-seq
GSM761689	AT1G59750	Chr1	21975988	21977305	FHY3	35S:3FLAG-FHY3-3HA fhy3-4 seedlings grown in Dark	FHY3_Dark	TF	ChIP-seq
GSM1120014	AT1G59750	Chr1	21976035	21977708	AG	AG-GFP AP1-GR ap1 cal	AG-GFP (AP1-GR ap1 cal) ChIPseq replicate 1	TF	ChIP-seq
GSM1499342	AT1G59750	Chr1	21976209	21977706	NRPE1	drm3-1; floral tissue	Endogenous_NRPE1_ChIPseq-drm3	EF	ChIP-seq
GSM1499341	AT1G59750	Chr1	21976273	21977637	NRPE1	drm2-2; floral tissue	Endogenous_NRPE1_ChIPseq-drm2	EF	ChIP-seq
GSM1257928	AT1G59750	Chr1	21976300	21977601	NRPE1	genotype: Wild type ecotype: Columbia	130513_LJ_ChIP_index_2_rawreads_50bp.qseq.gz	EF	ChIP-seq
GSM1499339	AT1G59750	Chr1	21976353	21977779	NRPE1	Col; floral tissue	Endogenous_NRPE1_ChIPseq-Col	EF	ChIP-seq
GSM2366608	AT1G59750	Chr1	21976947	21978904	H3K27me3	WT; 14 day-old seedlings	H3K27me3 in WT	EF	ChIP-seq
GSM1925493	AT1G59750	Chr1	21977099	21977300	AT3G10113: MYBrelated family	protein:AT3G10113; gene id:AT3G10113; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-AT3G10113_col_a	TF	DAP-seq
GSM1925473	AT1G59750	Chr1	21977196	21977397	MYB77: MYB family	protein:MYB77; gene id:AT3G50060; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB77_col_a	TF	DAP-seq
GSM1925301	AT1G59750	Chr1	21977237	21977438	AT5G45580: G2like family	protein:AT5G45580; gene id:AT5G45580; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-AT5G45580_colamp_a	TF	DAP-seq
GSM1925302	AT1G59750	Chr1	21977237	21977438	AT5G45580: G2like family	protein:AT5G45580; gene id:AT5G45580; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-G2like_tnt-AT5G45580_col_a	TF	DAP-seq
GSM1925314	AT1G59750	Chr1	21977238	21977439	At3g24120: G2like family	protein:At3g24120; gene id:AT3G24120; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-At3g24120_colamp_a	TF	DAP-seq
GSM1925315	AT1G59750	Chr1	21977239	21977440	At3g24120: G2like family	protein:At3g24120; gene id:AT3G24120; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-G2like_tnt-At3g24120_col_a	TF	DAP-seq
GSM1925416	AT1G59750	Chr1	21977245	21977446	MYB101: MYB family	protein:MYB101; gene id:AT2G32460; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB101_colamp_a	TF	DAP-seq
GSM1925438	AT1G59750	Chr1	21977245	21977446	MYB33: MYB family	protein:MYB33; gene id:AT5G06100; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB33_col_a	TF	DAP-seq
GSM1925332	AT1G59750	Chr1	21977272	21977473	ATHB5: HB family	protein:ATHB5; gene id:AT5G65310; protein family:HB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-HB_tnt-ATHB5_col_a	TF	DAP-seq
GSM1925329	AT1G59750	Chr1	21977273	21977474	ATHB40: HB family	protein:ATHB40; gene id:AT4G36740; protein family:HB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-HB_tnt-ATHB40_colamp_a	TF	DAP-seq
GSM1925330	AT1G59750	Chr1	21977273	21977474	ATHB40: HB family	protein:ATHB40; gene id:AT4G36740; protein family:HB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-HB_tnt-ATHB40_col_a	TF	DAP-seq
GSM1925362	AT1G59750	Chr1	21977274	21977475	ATHB20: Homeobox family	protein:ATHB20; gene id:AT3G01220; protein family:Homeobox; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-Homeobox_tnt-ATHB20_colamp_a	TF	DAP-seq
GSM1925746	AT1G59750	Chr1	21977274	21977475	AtHB32_col200_a: ZFHD family	protein:AtHB32; gene id:AT1G14687; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-AtHB32_col200_a	TF	DAP-seq
GSM1925336	AT1G59750	Chr1	21977275	21977476	LMI1: HB family	protein:LMI1; gene id:AT5G03790; protein family:HB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-HB_tnt-LMI1_colamp_a	TF	DAP-seq
GSM1925337	AT1G59750	Chr1	21977275	21977476	LMI1: HB family	protein:LMI1; gene id:AT5G03790; protein family:HB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-HB_tnt-LMI1_col_a	TF	DAP-seq
GSM1925331	AT1G59750	Chr1	21977276	21977477	ATHB5: HB family	protein:ATHB5; gene id:AT5G65310; protein family:HB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-HB_tnt-ATHB5_colamp_a	TF	DAP-seq
GSM1925359	AT1G59750	Chr1	21977276	21977477	ATHB13: Homeobox family	protein:ATHB13; gene id:AT1G69780; protein family:Homeobox; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-Homeobox_tnt-ATHB13_col_a	TF	DAP-seq
GSM1925310	AT1G59750	Chr1	21977280	21977481	At3g04030: G2like family	protein:At3g04030; gene id:AT3G04030; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-G2like_tnt-At3g04030_col_a	TF	DAP-seq
GSM1925369	AT1G59750	Chr1	21977284	21977485	HAT2: Homeobox_ecoli family	protein:HAT2; gene id:AT5G47370; protein family:Homeobox; protein source:Arabidopsis thaliana; protein affinity tag:GST; expression system:ecoli; dna source:col; replicate:v31; subset:motif	DAPSeq-Homeobox_ecoli-HAT2_col_v31	TF	DAP-seq
GSM1925165	AT1G59750	Chr1	21977285	21977486	CRC: C2C2YABBY family	protein:CRC; gene id:AT1G69180; protein family:C2C2YABBY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2YABBY_tnt-CRC_col_a	TF	DAP-seq
GSM1942121	AT1G59750	Chr1	21977292	21978937	H2A.Z	Col-0 leaves 	A_thaliana_H2A.Z_chip	EF	ChIP-seq
GSM1925314	AT1G59750	Chr1	21977296	21977497	At3g24120: G2like family	protein:At3g24120; gene id:AT3G24120; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-At3g24120_colamp_a	TF	DAP-seq
GSM1925170	AT1G59750	Chr1	21977370	21977571	AT2G28810: C2C2dof family	protein:AT2G28810; gene id:AT2G28810; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-AT2G28810_colamp_a	TF	DAP-seq
GSM1232782	AT1G59750	Chr1	21977396	21978705	H2AZ	Col-0; Leaves of 3 week-old plants	WT_H2AZ_ChIP	EF	ChIP-seq
GSM1925681	AT1G59750	Chr1	21977450	21977651	GTL1: Trihelix family	protein:GTL1; gene id:AT1G33240; protein family:Trihelix; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-Trihelix_tnt-GTL1_col_a	TF	DAP-seq
GSM1925678	AT1G59750	Chr1	21977451	21977652	GT2: Trihelix family	protein:GT2; gene id:AT1G76890; protein family:Trihelix; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-Trihelix_tnt-GT2_col_a	TF	DAP-seq
GSM1925743	AT1G59750	Chr1	21977487	21977688	ATHB33: ZFHD family	protein:ATHB33; gene id:AT1G75240; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-ATHB33_col_a	TF	DAP-seq
GSM1925741	AT1G59750	Chr1	21977488	21977689	ATHB25: ZFHD family	protein:ATHB25; gene id:AT5G65410; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-ATHB25_col_a	TF	DAP-seq
GSM1925738	AT1G59750	Chr1	21977490	21977691	ATHB24: ZFHD family	protein:ATHB24; gene id:AT2G18350; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-ATHB24_colamp_a	TF	DAP-seq
GSM1925737	AT1G59750	Chr1	21977492	21977693	ATHB23: ZFHD family	protein:ATHB23; gene id:AT5G39760; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:b; subset:motif	DAPSeq-ZFHD_tnt-ATHB23_col_b	TF	DAP-seq
GSM1925742	AT1G59750	Chr1	21977492	21977693	ATHB33: ZFHD family	protein:ATHB33; gene id:AT1G75240; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-ATHB33_colamp_a	TF	DAP-seq
GSM1925233	AT1G59750	Chr1	21977497	21977698	At3g60580: C2H2 family	protein:At3g60580; gene id:AT3G60580; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2H2_tnt-At3g60580_col_a	TF	DAP-seq
GSM1925746	AT1G59750	Chr1	21977567	21977768	AtHB32_col200_a: ZFHD family	protein:AtHB32; gene id:AT1G14687; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-AtHB32_col200_a	TF	DAP-seq
GSM2367141	AT1G59750	Chr1	21977659	21979279	H3K27me3	atbmi1a/b/c mutants	atbmi1abc H3K27me3 7DAG rep1	EF	ChIP-seq
GSM1925093	AT1G59750	Chr1	21977712	21977913	ERF13: AP2EREBP family	protein:ERF13; gene id:AT2G44840; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-ERF13_colamp_a	TF	DAP-seq
GSM1925040	AT1G59750	Chr1	21977713	21977914	At2g33710: AP2EREBP family	protein:At2g33710; gene id:AT2G33710; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-At2g33710_colamp_a	TF	DAP-seq
GSM1925131	AT1G59750	Chr1	21977714	21977915	RRTF1: AP2EREBP family	protein:RRTF1; gene id:AT4G34410; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-RRTF1_colamp_a	TF	DAP-seq
GSM1925132	AT1G59750	Chr1	21977714	21977915	RRTF1: AP2EREBP family	protein:RRTF1; gene id:AT4G34410; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-RRTF1_col_a	TF	DAP-seq
GSM1925011	AT1G59750	Chr1	21977715	21977916	ABR1: AP2EREBP family	protein:ABR1; gene id:AT5G64750; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-ABR1_colamp_a	TF	DAP-seq
GSM1925091	AT1G59750	Chr1	21977716	21977917	ERF115: AP2EREBP family	protein:ERF115; gene id:AT5G07310; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-ERF115_colamp_a	TF	DAP-seq
GSM1925129	AT1G59750	Chr1	21977716	21977917	RAP26: AP2EREBP family	protein:RAP2.6; gene id:AT1G43160; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-RAP26_colamp_a	TF	DAP-seq
GSM1925107	AT1G59750	Chr1	21977717	21977918	ERF7: AP2EREBP family	protein:ERF7; gene id:AT3G20310; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-ERF7_col_a	TF	DAP-seq
GSM1925098	AT1G59750	Chr1	21977719	21977920	ERF3: AP2EREBP family	protein:ERF3; gene id:AT1G50640; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-ERF3_colamp_a	TF	DAP-seq
GSM1925288	AT1G59750	Chr1	21977739	21977940	EIN3: EIL family	protein:EIN3; gene id:AT3G20770; protein family:EIL; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-EIL_tnt-EIN3_col_a	TF	DAP-seq
GSM1925639	AT1G59750	Chr1	21977755	21977956	SPL9: SBP family	protein:SPL9; gene id:AT2G42200; protein family:SBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-SBP_tnt-SPL9_col_a	TF	DAP-seq
GSM1925636	AT1G59750	Chr1	21977756	21977957	SPL5: SBP family	protein:SPL5; gene id:AT3G15270; protein family:SBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-SBP_tnt-SPL5_colamp_a	TF	DAP-seq
GSM1925638	AT1G59750	Chr1	21977756	21977957	SPL9: SBP family	protein:SPL9; gene id:AT2G42200; protein family:SBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-SBP_tnt-SPL9_colamp_a	TF	DAP-seq
GSM1925632	AT1G59750	Chr1	21977797	21977998	SPL15: SBP family	protein:SPL15; gene id:AT3G57920; protein family:SBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-SBP_tnt-SPL15_colamp_a	TF	DAP-seq
GSM364943	AT1G59750	Chr1	21977828	21978651	SEPALLATA3	Mutant:ag; primary and secondary inflorescences of 5-7 weeks old plants	SEP3_ChIPSeq_ag_3	TF	ChIP-seq
GSM1925187	AT1G59750	Chr1	21977913	21978114	CDF3: C2C2dof family	protein:CDF3; gene id:AT3G47500; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-CDF3_colamp_a	TF	DAP-seq
GSM1925183	AT1G59750	Chr1	21977914	21978115	At3g45610: C2C2dof family	protein:At3g45610; gene id:AT3G45610; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-At3g45610_col_a	TF	DAP-seq
GSM1925195	AT1G59750	Chr1	21977931	21978132	OBP3: C2C2dof family	protein:OBP3; gene id:AT3G55370; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-OBP3_col_a	TF	DAP-seq
GSM1925204	AT1G59750	Chr1	21977931	21978132	dof45: C2C2dof family	protein:DOF4.5; gene id:AT4G21080; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-dof45_col_a	TF	DAP-seq
GSM1925170	AT1G59750	Chr1	21977932	21978133	AT2G28810: C2C2dof family	protein:AT2G28810; gene id:AT2G28810; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-AT2G28810_colamp_a	TF	DAP-seq
GSM1925193	AT1G59750	Chr1	21977932	21978133	OBP1: C2C2dof family	protein:OBP1; gene id:AT3G50410; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-OBP1_col_a	TF	DAP-seq
GSM1925199	AT1G59750	Chr1	21977932	21978133	dof24: C2C2dof family	protein:DOF2.4; gene id:AT2G37590; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-dof24_col_a	TF	DAP-seq
GSM1925176	AT1G59750	Chr1	21977933	21978134	AT5G66940: C2C2dof family	protein:AT5G66940; gene id:AT5G66940; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-AT5G66940_colamp_a	TF	DAP-seq
GSM1925171	AT1G59750	Chr1	21977934	21978135	AT2G28810: C2C2dof family	protein:AT2G28810; gene id:AT2G28810; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-AT2G28810_col_a	TF	DAP-seq
GSM1925177	AT1G59750	Chr1	21977935	21978136	AT5G66940: C2C2dof family	protein:AT5G66940; gene id:AT5G66940; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-AT5G66940_col_a	TF	DAP-seq
GSM1925186	AT1G59750	Chr1	21977935	21978136	At5g62940: C2C2dof family	protein:At5g62940; gene id:AT5G62940; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-At5g62940_col_a	TF	DAP-seq
GSM1925201	AT1G59750	Chr1	21977935	21978136	dof43: C2C2dof family	protein:DOF4.3; gene id:AT4G21040; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-dof43_colamp_a	TF	DAP-seq
GSM1925172	AT1G59750	Chr1	21977936	21978137	AT3G52440: C2C2dof family	protein:AT3G52440; gene id:AT3G52440; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-AT3G52440_colamp_a	TF	DAP-seq
GSM1925620	AT1G59750	Chr1	21977970	21978171	REM19: REM family	protein:REM19; gene id:AT1G49480; protein family:REM; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-REM_tnt-REM19_colamp_a	TF	DAP-seq
GSM1925403	AT1G59750	Chr1	21978009	21978210	AGL63: MADS family	protein:AGL63; gene id:AT1G31140; protein family:MADS; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MADS_tnt-AGL63_col_a	TF	DAP-seq
GSM1925345	AT1G59750	Chr1	21978100	21978301	HSF6: HSF family	protein:HSF6; gene id:AT5G62020; protein family:HSF; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-HSF_tnt-HSF6_col_a	TF	DAP-seq
GSM1925513	AT1G59750	Chr1	21978112	21978313	At4g01280: MYBrelated family	protein:At4g01280; gene id:AT4G01280; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-At4g01280_colamp_a	TF	DAP-seq
GSM1925343	AT1G59750	Chr1	21978147	21978348	HSF3: HSF family	protein:HSF3; gene id:AT5G16820; protein family:HSF; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-HSF_tnt-HSF3_colamp_a	TF	DAP-seq
GSM1925344	AT1G59750	Chr1	21978148	21978349	HSF3: HSF family	protein:HSF3; gene id:AT5G16820; protein family:HSF; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-HSF_tnt-HSF3_col_a	TF	DAP-seq
GSM1925346	AT1G59750	Chr1	21978149	21978350	HSF7: HSF family	protein:HSF7; gene id:AT4G11660; protein family:HSF; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-HSF_tnt-HSF7_colamp_a	TF	DAP-seq
GSM1925412	AT1G59750	Chr1	21978283	21978484	MS188: MYB family	protein:MS188; gene id:AT5G56110; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MS188_col_a	TF	DAP-seq
GSM940587	AT1G59750	Chr1	21978314	21979707	AP3	negative control (AP1-GR ap1 cal)	negative control (AP1-GR ap1 cal)	TF	ChIP-seq
GSM1925297	AT1G59750	Chr1	21978316	21978517	AT2G40260: G2like family	protein:AT2G40260; gene id:AT2G40260; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-G2like_tnt-AT2G40260_colamp_a	TF	DAP-seq
