Term	Gene	Chr	Start	End	Factor	Desc	Title	Class
GSM2367151	AT2G30470	Chr2	12983362	12989150	H2AK121ub	lhp1 mutants	lhp1 H2AK121ub 7DAG rep2	EF	ChIP-seq
GSM1925384	AT2G30470	Chr2	12983374	12983575	LBD18: LOBAS2 family	protein:LBD18; gene id:AT2G45420; protein family:LOBAS2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-LOBAS2_tnt-LBD18_colamp_a	TF	DAP-seq
GSM1925386	AT2G30470	Chr2	12983375	12983576	LBD19: LOBAS2 family	protein:LBD19; gene id:AT2G45410; protein family:LOBAS2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-LOBAS2_tnt-LBD19_colamp_a	TF	DAP-seq
GSM1925380	AT2G30470	Chr2	12983376	12983577	ASL18: LOBAS2 family	protein:ASL18; gene id:AT2G42430; protein family:LOBAS2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-LOBAS2_tnt-ASL18_colamp_a	TF	DAP-seq
GSM1925755	AT2G30470	Chr2	12983382	12983583	bHLH122_col100_a: bHLH family	protein:bHLH122; gene id:AT1G51140; protein family:bHLH; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-bHLH_tnt-bHLH122_col100_a	TF	DAP-seq
GSM2302424	AT2G30470	Chr2	12983477	12985310	H3K4me3	pWOL:GFP; FACS treated GFP positive root protoplasts	GFP_H3K4me3_2	EF	ChIP-seq
GSM2302418	AT2G30470	Chr2	12983496	12985539	H3K4me3	pWOL:GFP; FACS treated GFP positive root protoplasts	GFP_H3K4me3_1	EF	ChIP-seq
GSM1655639	AT2G30470	Chr2	12983509	12985680	H3K4me3	mature fully-expanded rosette leaf tissue; 29d	H3K4me3_29d_ChIP	EF	ChIP-seq
GSM1655641	AT2G30470	Chr2	12983526	12985579	H3K4me3	mature fully-expanded rosette leaf tissue; 35d	H3K4me3_35d_ChIP	EF	ChIP-seq
GSM1655645	AT2G30470	Chr2	12983531	12985627	H3K4me3	mature fully-expanded rosette leaf tissue; 57d	H3K4me3_57d_ChIP	EF	ChIP-seq
GSM2388454	AT2G30470	Chr2	12983538	12985611	H3K9ac	had9 mutants	hdac_K9_rep2	EF	ChIP-seq
GSM1193625	AT2G30470	Chr2	12983549	12985600	H3K4me3	nrpd1-4	nrpd1 H3K4m3 ChIP (replicate 2)	EF	ChIP-seq
GSM2027814	AT2G30470	Chr2	12983558	12985562	H3K4me3	Col-0 leaves	A_thaliana_H3K4me3_chip	EF	ChIP-seq
GSM1193621	AT2G30470	Chr2	12983560	12985606	H3K4me3	WT	Col H3K4m3 ChIP (replicate 2)	EF	ChIP-seq
GSM2367140	AT2G30470	Chr2	12983565	12989078	H2AK121ub	WT	Col-0 H2AK121ub 7DAG rep2	EF	ChIP-seq
GSM1655643	AT2G30470	Chr2	12983568	12985605	H3K4me3	mature fully-expanded rosette leaf tissue; 42d	H3K4me3_42d_ChIP	EF	ChIP-seq
GSM2051289	AT2G30470	Chr2	12983568	12985538	H3K9ac	Col-0; 3 day-old whole seedling after ethylene treatment	COL_H3K9Ac_ethylene_ChIPseq_rep1	EF	ChIP-seq
GSM1906917	AT2G30470	Chr2	12983581	12985398	H3K4me3	WT; 4 week-old rosette leaves	H3K4me3_ChIP-Seq_WT	EF	ChIP-seq
GSM2183143	AT2G30470	Chr2	12983581	12985381	H3K9/14ac	5 uM TSA treated for 16h	ChIP_TSA_16h_rep1	EF	ChIP-seq
GSM1193624	AT2G30470	Chr2	12983587	12985524	H3K4me3	nrpd1-11	nrpe1 H3K4m3 ChIP (replicate 2)	EF	ChIP-seq
GSM2183139	AT2G30470	Chr2	12983589	12985373	H3K9/14ac	250 uM GSH treated for 16h	ChIP_GSH_16h_rep1	EF	ChIP-seq
GSM2388448	AT2G30470	Chr2	12983591	12985589	H3K9ac	hda9 mutants	hdac_K9_rep1	EF	ChIP-seq
GSM1193623	AT2G30470	Chr2	12983595	12985599	H3K4me3	drm2-2	drm2 H3K4m3 ChIP (replicate 2)	EF	ChIP-seq
GSM2367138	AT2G30470	Chr2	12983595	12987165	H2AK121ub	WT	Col-0 H2AK121ub 7DAG rep1	EF	ChIP-seq
GSM2101794	AT2G30470	Chr2	12983611	12985540	H3K4me3	C24; 10 day-old seedlings	TWT_H3K4me3	EF	ChIP-seq
GSM1225091	AT2G30470	Chr2	12983612	12985480	H3K4me3	Col-0; yong leaves	At_H3K4me3_rep2	EF	ChIP-seq
GSM1463810	AT2G30470	Chr2	12983613	12985363	BLUEJAY	BLJ-YFP	At_BLJ_YFP_2	TF	ChIP-seq
GSM2027818	AT2G30470	Chr2	12983615	12985618	H3K56ac	Col-0 leaves	A_thaliana_H3K56ac_chip	EF	ChIP-seq
GSM2429858	AT2G30470	Chr2	12983616	12985519	H3K36me3	Transgenic H3 insertion (H3.3)	WT-H3K36me3	EF	ChIP-seq
GSM2051284	AT2G30470	Chr2	12983620	12985566	H3K9ac	Col-0;3 day-old whole seedling after air treatment	COL_H3K9Ac_air_ChIPseq_rep2	EF	ChIP-seq
GSM2388452	AT2G30470	Chr2	12983626	12985490	H3K9ac	WT	Col_K9_rep2	EF	ChIP-seq
GSM2051283	AT2G30470	Chr2	12983628	12985566	H3K9ac	Col-0;3 day-old whole seedling after air treatment	COL_H3K9Ac_air_ChIPseq_rep1	EF	ChIP-seq
GSM2183140	AT2G30470	Chr2	12983633	12985485	H3K9/14ac	250 uM GSH treated for 16h	ChIP_GSH_16h_rep2	EF	ChIP-seq
GSM2051290	AT2G30470	Chr2	12983639	12985575	H3K9ac	Col-0; 3 day-old whole seedling after ethylene treatment	COL_H3K9Ac_ethylene_ChIPseq_rep2	EF	ChIP-seq
GSM2101799	AT2G30470	Chr2	12983639	12985551	H3K4me3	fen1; 10 day-old seedlings	fen1_H3K4me3	EF	ChIP-seq
GSM2183125	AT2G30470	Chr2	12983640	12985470	H3K9/14ac	Water treated for 3h	ChIP_water_3h_rep1	EF	ChIP-seq
GSM2090073	AT2G30470	Chr2	12983643	12985561	H3K4me3	C24; 10 day-old seedlings	WT_H3K4me3	EF	ChIP-seq
GSM1322880	AT2G30470	Chr2	12983644	12985359	H3K4me3	Arabidopsis lyrata accession MN47; yong leaves	Al_H3K4me3_rep2; Arabidopsis lyrata; ChIP-Seq	EF	ChIP-seq
GSM1936279	AT2G30470	Chr2	12983650	12985623	H3K36ac	sdg8; leaves	H3K36ac_Col_sdg8_Rep1	EF	ChIP-seq
GSM2090078	AT2G30470	Chr2	12983654	12985612	H3K4me3	pold2; 10 day-old seedlings	pold2_H3K4me3	EF	ChIP-seq
GSM2183134	AT2G30470	Chr2	12983661	12985403	H3K9/14ac	5 uM TSA treated for 3h	ChIP_TSA_3h_rep2	EF	ChIP-seq
GSM2388442	AT2G30470	Chr2	12983664	12985329	H3K14ac	hda9 mutants	hdac_K14	EF	ChIP-seq
GSM1936280	AT2G30470	Chr2	12983666	12985652	H3K36ac	sdg8; leaves	H3K36ac_Col_sdg8_Rep2	EF	ChIP-seq
GSM2388456	AT2G30470	Chr2	12983679	12985555	H3K9ac	pwr mutants	pwr2_K9_rep2	EF	ChIP-seq
GSM1906920	AT2G30470	Chr2	12983680	12985573	H3K4me3	atx; 4 week-old rosette leaves	H3K4me3_ChIP-Seq_atx	EF	ChIP-seq
GSM1193622	AT2G30470	Chr2	12983684	12985548	H3K4me3	jmj14 ldl1 ldl2	jmj14 ldl1 ldl2 H3K4m3 ChIP (replicate 2)	EF	ChIP-seq
GSM2388450	AT2G30470	Chr2	12983685	12985647	H3K9ac	pwr mutants rep1	pwr2_K9_rep1	EF	ChIP-seq
GSM2183133	AT2G30470	Chr2	12983693	12985466	H3K9/14ac	5 uM TSA treated for 3h	ChIP_TSA_3h_rep1	EF	ChIP-seq
GSM1925476	AT2G30470	Chr2	12983696	12983897	MYB83: MYB family	protein:MYB83; gene id:AT3G08500; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB83_colamp_a	TF	DAP-seq
GSM1925226	AT2G30470	Chr2	12983697	12983898	AT4G26030: C2H2 family	protein:AT4G26030; gene id:AT4G26030; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2H2_tnt-AT4G26030_col_a	TF	DAP-seq
GSM1925420	AT2G30470	Chr2	12983697	12983898	MYB107: MYB family	protein:MYB107; gene id:AT3G02940; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB107_colamp_a	TF	DAP-seq
GSM1925421	AT2G30470	Chr2	12983697	12983898	MYB107: MYB family	protein:MYB107; gene id:AT3G02940; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB107_col_a	TF	DAP-seq
GSM1925482	AT2G30470	Chr2	12983697	12983898	MYB93: MYB family	protein:MYB93; gene id:AT1G34670; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB93_colamp_a	TF	DAP-seq
GSM1925459	AT2G30470	Chr2	12983698	12983899	MYB58: MYB family	protein:MYB58; gene id:AT1G16490; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB58_colamp_a	TF	DAP-seq
GSM1925468	AT2G30470	Chr2	12983698	12983899	MYB67: MYB family	protein:MYB67; gene id:AT3G12720; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB67_col_a	TF	DAP-seq
GSM1925483	AT2G30470	Chr2	12983698	12983899	MYB93: MYB family	protein:MYB93; gene id:AT1G34670; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB93_col_a	TF	DAP-seq
GSM1925454	AT2G30470	Chr2	12983699	12983900	MYB55: MYB family	protein:MYB55; gene id:AT4G01680; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB55_colamp_a	TF	DAP-seq
GSM1925461	AT2G30470	Chr2	12983699	12983900	MYB61: MYB family	protein:MYB61; gene id:AT1G09540; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB61_colamp_a	TF	DAP-seq
GSM2388444	AT2G30470	Chr2	12983715	12985461	H314ac	pwr mutants	pwr2_K14	EF	ChIP-seq
GSM1225090	AT2G30470	Chr2	12983716	12985375	H3K4me3	Col-0; yong leaves	At_H3K4me3_rep1	EF	ChIP-seq
GSM1936285	AT2G30470	Chr2	12983730	12985637	H3K36ac	WT; leaves	H3K36ac_Col_wt_Rep1	EF	ChIP-seq
GSM1193615	AT2G30470	Chr2	12983734	12985431	H3K4me3	jmj14 ldl1 ldl2	jmj14 ldl1 ldl2 H3K4m3 ChIP (replicate 1)	EF	ChIP-seq
GSM2051303	AT2G30470	Chr2	12983735	12985576	H3K23ac	ein2-5; 3 day-old seedling after ethylene treatment	ein2_H3K23Ac_ethylene_ChIPseq_rep2	EF	ChIP-seq
GSM1936286	AT2G30470	Chr2	12983736	12985595	H3K36ac	WT; leaves	H3K36ac_Col_wt_Rep2	EF	ChIP-seq
GSM1193614	AT2G30470	Chr2	12983748	12985486	H3K4me3	ldl1 ldl2	ldl1 ldl2 H3K4m3 ChIP (replicate 1)	EF	ChIP-seq
GSM2051300	AT2G30470	Chr2	12983751	12985580	H3K14ac	ein2-5; 3 day-old seedling after ethylene treatment	ein2_H3K14Ac_ethylene_ChIPseq_rep1	EF	ChIP-seq
GSM1655649	AT2G30470	Chr2	12983754	12985535	H3K9ac 	mature fully-expanded rosette leaf tissue; 34d	H3K9ac_34d_ChIP	EF	ChIP-seq
GSM1464772	AT2G30470	Chr2	12983773	12985333	H3K4me3	jmj14-1	ChIP-2-130516	EF	ChIP-seq
GSM2183131	AT2G30470	Chr2	12983780	12985424	H3K9/14ac	250 uM GSNO/500 uM cPTIO treated for 3h	CHIP_GSNO_cPTIO_3h_rep1	EF	ChIP-seq
GSM2051297	AT2G30470	Chr2	12983784	12985495	H3K23ac	ein2-5; 3 day-old seedling after air treatment	ein2_H3K23Ac_air_ChIPseq_rep1	EF	ChIP-seq
GSM2051298	AT2G30470	Chr2	12983784	12985504	H3K23ac	ein2-5; 3 day-old seedling after air treatment	ein2_H3K23Ac_air_ChIPseq_rep2	EF	ChIP-seq
GSM2183141	AT2G30470	Chr2	12983784	12985501	H3K9/14ac	250 uM GSNO/500 uM cPTIO treated for 16h	CHIP_GSNO_cPTIO_16h_rep1	EF	ChIP-seq
GSM2388440	AT2G30470	Chr2	12983786	12985320	H3K14ac	WT	Col_K14	EF	ChIP-seq
GSM2429859	AT2G30470	Chr2	12983788	12985477	H3K36me3	Heterozygous transgenic H3 insertion (K36M missense mutation )	K36M-H3K36me3	EF	ChIP-seq
GSM2051302	AT2G30470	Chr2	12983790	12985559	H3K23ac	ein2-5; 3 day-old seedling after ethylene treatment	ein2_H3K23Ac_ethylene_ChIPseq_rep1	EF	ChIP-seq
GSM2183137	AT2G30470	Chr2	12983790	12985439	H3K9/14ac	250 uM GSNO treated for 16h	ChIP_GSNO_16h_rep1	EF	ChIP-seq
GSM2183130	AT2G30470	Chr2	12983795	12985420	H3K9/14ac	250 uM GSH treated for 3h	ChIP_GSH_3h_rep2	EF	ChIP-seq
GSM2388446	AT2G30470	Chr2	12983795	12985547	H3K9ac	WT	Col_K9_rep1	EF	ChIP-seq
GSM2183127	AT2G30470	Chr2	12983806	12985429	H3K9/14ac	250 uM GSNO treated for 3h	ChIP_GSNO_3h_rep1	EF	ChIP-seq
GSM2367148	AT2G30470	Chr2	12983806	12986888	H2AK121ub	WT	Col-0 H2AK121ub 7DAG rep4	EF	ChIP-seq
GSM2302417	AT2G30470	Chr2	12983813	12984841	H3K27me3	pWOL:GFP; FACS treated GFP positive root protoplasts	GFP_H3K27me3_1	EF	ChIP-seq
