Term	Gene	Chr	Start	End	Factor	Desc	Title	Class
GSM1322882	AT5G13790	Chr5	4449042	4450707	H3K27me3	Arabidopsis lyrata accession MN47; yong leaves	Al_H3K27me3_rep2; Arabidopsis lyrata; ChIP-Seq	EF	ChIP-seq
GSM1296936	AT5G13790	Chr5	4449051	4451274	H3K27me3	14 day-old clf mutant seedlings	H3K27me3_ChIPSeq in clf_rep1	EF	ChIP-seq
GSM1296937	AT5G13790	Chr5	4449063	4451280	H3K27me3	14 day-old clf mutant seedlings	H3K27me3_ChIPSeq in clf_rep2	EF	ChIP-seq
GSM2028108	AT5G13790	Chr5	4449089	4451583	LHP1	ProLHP1:LHP1:GFP	LHP1 ChIPseq	TF	ChIP-seq
GSM1296933	AT5G13790	Chr5	4449135	4451158	H3K27me3	14 day-old wt seedlings	H3K27me3_ChIPSeq in wt_rep2	EF	ChIP-seq
GSM1296932	AT5G13790	Chr5	4449199	4451294	H3K27me3	14 day-old wt seedlings	H3K27me3_ChIPSeq in wt_rep1	EF	ChIP-seq
GSM1146788	AT5G13790	Chr5	4449261	4451358	H3K27me3	brm; 14 day-old seedlings	H3K27me3_ChIPSeq in brm rep2	EF	ChIP-seq
GSM1146787	AT5G13790	Chr5	4449303	4450940	H3K27me3	brm; 14 day-old seedlings	H3K27me3_ChIPSeq in brm rep1	EF	ChIP-seq
GSM1530046	AT5G13790	Chr5	4449328	4451098	H3K27me3	WT_C24	H3K27me3_ChIP-seq_WT_C24_Rep2	EF	ChIP-seq
GSM1644815	AT5G13790	Chr5	4449334	4451502	H3K27me3	clf_29; 2 week-old seedlings without root	clf_29_H3K27me3_ChIPseq	EF	ChIP-seq
GSM624616	AT5G13790	Chr5	4449348	4450520	H3K27me3	Col whole seedling	Col_H3K27me3_ChIPseq	EF	ChIP-seq
GSM1322883	AT5G13790	Chr5	4449350	4450506	H3K27me1	Arabidopsis lyrata accession MN47; yong leaves	Al_H3K27me1_rep1; Arabidopsis lyrata; ChIP-Seq	EF	ChIP-seq
GSM1322884	AT5G13790	Chr5	4449383	4450458	H3K27me1	Arabidopsis lyrata accession MN47; yong leaves	Al_H3K27me1_rep2; Arabidopsis lyrata; ChIP-Seq	EF	ChIP-seq
GSM1592577	AT5G13790	Chr5	4449646	4451048	REF6	REF6p::REF6-HA ref6-1; seedlings at 12 DAG	HA_REF6-HA	TF	ChIP-seq
GSM2302418	AT5G13790	Chr5	4449755	4451601	H3K4me3	pWOL:GFP; FACS treated GFP positive root protoplasts	GFP_H3K4me3_1	EF	ChIP-seq
GSM1925365	AT5G13790	Chr5	4449771	4449972	ATHB6: Homeobox family	protein:ATHB6; gene id:AT2G22430; protein family:Homeobox; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-Homeobox_tnt-ATHB6_col_a	TF	DAP-seq
GSM2302417	AT5G13790	Chr5	4449788	4451398	H3K27me3	pWOL:GFP; FACS treated GFP positive root protoplasts	GFP_H3K27me3_1	EF	ChIP-seq
GSM1925408	AT5G13790	Chr5	4449851	4450052	ATY13: MYB family	protein:ATY13; gene id:AT1G74650; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-ATY13_col_a	TF	DAP-seq
GSM1264688	AT5G13790	Chr5	4449910	4452461	BBM	2;4-D induced somatic embryos; pBBM::NLS-GFP	35S::BBM-GFP	TF	ChIP-seq
GSM1925165	AT5G13790	Chr5	4449914	4450115	CRC: C2C2YABBY family	protein:CRC; gene id:AT1G69180; protein family:C2C2YABBY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2YABBY_tnt-CRC_col_a	TF	DAP-seq
GSM1925234	AT5G13790	Chr5	4449927	4450128	At5g04390_col200_a: C2H2 family	protein:At5g04390; gene id:AT5G04390; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2H2_tnt-At5g04390_col200_a	TF	DAP-seq
GSM1925233	AT5G13790	Chr5	4449933	4450134	At3g60580: C2H2 family	protein:At3g60580; gene id:AT3G60580; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2H2_tnt-At3g60580_col_a	TF	DAP-seq
GSM2367142	AT5G13790	Chr5	4449940	4451297	H3K27me3	WT	Col-0 H3K27me3 7DAG rep1	EF	ChIP-seq
GSM1869290	AT5G13790	Chr5	4449941	4451359	REF6	14 day-old seedlings with GFP antibody	REF6GFPIP	EF	ChIP-seq
GSM1142624	AT5G13790	Chr5	4450100	4452530	SEP3	Inflorescences of 4 day-old pAP1::AP1-GR ap1 cal plants with anti-SEP3 antibody	SEP3 ChIP-seq 4d biological reps 1 and 2	TF	ChIP-seq
GSM1142625	AT5G13790	Chr5	4450102	4452475	SEP3	Inflorescences of 8 day-old pAP1::AP1-GR ap1 cal plants with anti-SEP3 antibody	SEP3 ChIP-seq 8d biological reps 1 and 2	TF	ChIP-seq
GSM1193608	AT5G13790	Chr5	4450124	4451182	H3K4me2	WT	Col H3K4m2 ChIP (replicate 1) A; B; C	EF	ChIP-seq
GSM1264686	AT5G13790	Chr5	4450133	4452521	BBM	2;4-D induced somatic embryos; pBBM::BBM-YFP	pBBM::BBM-YFP	TF	ChIP-seq
GSM1184662	AT5G13790	Chr5	4450149	4452259	ERF115	35S::ERF115-HBH; suspension cells	ERF115-HBH ChIP output	TF	ChIP-seq
GSM1120015	AT5G13790	Chr5	4450156	4452392	AG	AG-GFP AP1-GR ap1 cal	AG-GFP (AP1-GR ap1 cal) ChIPseq replicate 2	TF	ChIP-seq
GSM1701081	AT5G13790	Chr5	4450161	4451851	TRB1	14 day-old wt seedlings with TRB1 antibody	ChIP-Seq analysis of TRB1 associated sequences_(TRB1(+)_anti-TRB1)	TF	ChIP-seq
GSM940586	AT5G13790	Chr5	4450162	4452528	AP3	AP3-GFP AP1-GR ap1 cal	AP3-GFP (AP1-GR ap1 cal) ChIPseq	TF	ChIP-seq
GSM506209	AT5G13790	Chr5	4450170	4452368	AP1	AP1-GR ap1 cal apical meristematic tissue after 2 h induced with DEX	AP1-GR_2h_induced_sample_2	TF	ChIP-seq
GSM1247500	AT5G13790	Chr5	4450179	4452164	JAG	jag-2; JAG:JAG-GFP	JAG-GFP replicate 2	TF	ChIP-seq
GSM1925509	AT5G13790	Chr5	4450188	4450389	At3g09600: MYBrelated family	protein:At3g09600; gene id:AT3G09600; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-At3g09600_colamp_a	TF	DAP-seq
GSM1925528	AT5G13790	Chr5	4450188	4450389	RVE1: MYBrelated family	protein:RVE1; gene id:AT5G17300; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-RVE1_colamp_a	TF	DAP-seq
GSM1142627	AT5G13790	Chr5	4450190	4452349	AP1	Inflorescences of 4 day-old pAP1::AP1-GR ap1 cal plants with anti-GR antibody	AP1 ChIP-seq 4d biological reps 1 and 2	TF	ChIP-seq
GSM1279839	AT5G13790	Chr5	4450205	4452403	SEP3	pAP1::AP1-GR ap1 cal; plant inflorescences harvested 8 days after induction	SEP3 ChIP-seq 2d biological replicate 2	TF	ChIP-seq
GSM2074756	AT5G13790	Chr5	4450213	4452332	RPL	Inflorescence apices of rpl-1 mutant transformed with genomic contruct expressing a fusion between RPL and GFP	RPL-GFP_chipseq_rep3	TF	ChIP-seq
GSM1701079	AT5G13790	Chr5	4450217	4451838	TRB1	14 day-old TRB1pro:TRB1-GFP seedlings with GFP-Trap antibody	ChIP-Seq analysis of TRB1 associated sequences_(TRB1-GFP(+)_GFP-Trap)	TF	ChIP-seq
GSM1279838	AT5G13790	Chr5	4450245	4452338	SEP3	pAP1::AP1-GR ap1 cal; plant inflorescences harvested 4 days after induction	SEP3 ChIP-seq 2d biological replicate 1	TF	ChIP-seq
GSM1279837	AT5G13790	Chr5	4450246	4452443	AP1	pAP1::AP1-GR ap1 cal; plant inflorescences harvested 2 days after induction	AP1 ChIP-seq 2d biological replicate 2	TF	ChIP-seq
GSM1291193	AT5G13790	Chr5	4450273	4452920	E2Fa	35S::E2Fa-HBH; suspension cells with Ni2+-NTA and streptavidin-sepharose antibody	 E2Fa-HBH TChAP output; replicate 2	TF	ChIP-seq
GSM2287865	AT5G13790	Chr5	4450279	4452458	WRKY40	WRKY40-HA; 1 uM flg22 for 2 h	W40HA_2h_1 (ChIP-Seq)	TF	ChIP-seq
GSM1120014	AT5G13790	Chr5	4450281	4452213	AG	AG-GFP AP1-GR ap1 cal	AG-GFP (AP1-GR ap1 cal) ChIPseq replicate 1	TF	ChIP-seq
GSM1167537	AT5G13790	Chr5	4450282	4451747	KAN1	Columbia-0 with anti-FLAG antibody	KAN1-FLAG replicate 1	TF	ChIP-seq
GSM506208	AT5G13790	Chr5	4450284	4452188	AP1	AP1-GR ap1 cal apical meristematic tissue after 2 h induced with DEX	AP1-GR_2h_induced_sample_1	TF	ChIP-seq
GSM2074754	AT5G13790	Chr5	4450304	4452398	RPL	Inflorescence apices of rpl-1 mutant transformed with genomic contruct expressing a fusion between RPL and GFP	RPL-GFP_chipseq_rep1	TF	ChIP-seq
GSM1247501	AT5G13790	Chr5	4450311	4452000	JAG	jag-2; JAG:JAG-GFP	JAG-GFP replicate 3	TF	ChIP-seq
GSM1383847	AT5G13790	Chr5	4450317	4451818	SPCH	SPCHp:SPCH2-4A-MYC in spch3; 4-day-old light grown seedlings	SPCH ChIP-Seq	TF	ChIP-seq
GSM506211	AT5G13790	Chr5	4450317	4451816	AP1	Uninduced AP1-GR ap1 cal apical meristematic tissue	AP1-GR_uninduced_control_2	TF	ChIP-seq
GSM1167551	AT5G13790	Chr5	4450320	4451848	FLM	gFLM with anti-GFP abtibody	gFLM-GFP replicate 1 (DP28)	TF	ChIP-seq
GSM1925405	AT5G13790	Chr5	4450320	4450521	SVPb: MADS family	protein:SVP; gene id:AT2G22540; protein family:MADS; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:v3b; subset:motif	DAPSeq-MADS_tnt-SVP_colamp_v3b	TF	DAP-seq
GSM1925406	AT5G13790	Chr5	4450325	4450526	SVPb: MADS family	protein:SVP; gene id:AT2G22540; protein family:MADS; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v3b; subset:motif	DAPSeq-MADS_tnt-SVP_col_v3b	TF	DAP-seq
GSM1925403	AT5G13790	Chr5	4450327	4450528	AGL63: MADS family	protein:AGL63; gene id:AT1G31140; protein family:MADS; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MADS_tnt-AGL63_col_a	TF	DAP-seq
GSM364943	AT5G13790	Chr5	4450327	4451824	SEPALLATA3	Mutant:ag; primary and secondary inflorescences of 5-7 weeks old plants	SEP3_ChIPSeq_ag_3	TF	ChIP-seq
GSM1142628	AT5G13790	Chr5	4450328	4451825	AP1	Inflorescences of 8 day-old pAP1::AP1-GR ap1 cal plants with anti-GR antibody	AP1 ChIP-seq 8d biological reps 1 and 2	TF	ChIP-seq
GSM1116510	AT5G13790	Chr5	4450332	4451887	SOC1	SOC1p:gSOC1-GFP;soc1-2	gSOC1-GFP replicate 3	TF	ChIP-seq
GSM2287863	AT5G13790	Chr5	4450332	4452518	WRKY18	WRKY18-HA; 1 uM flg22 for 2 h	W18HA_2h_1 (ChIP-Seq)	TF	ChIP-seq
GSM1247499	AT5G13790	Chr5	4450343	4451884	JAG	jag-2; JAG:JAG-GFP	JAG-GFP replicate 1	TF	ChIP-seq
GSM2287873	AT5G13790	Chr5	4450345	4452524	WRKY40	WRKY40-HA; 1 uM flg22 for 2 h	W40HA_2h_2 (ChIP-Seq)	TF	ChIP-seq
GSM506210	AT5G13790	Chr5	4450363	4451587	AP1	Uninduced AP1-GR ap1 cal apical meristematic tissue	AP1-GR_uninduced_control_1	TF	ChIP-seq
GSM2131012	AT5G13790	Chr5	4450365	4451906	DTAF1	10 uM dexamethasone; 6 hours	AT3G45810_DTAF1_Dex_6h_ChIP	TF	ChIP-seq
GSM2095559	AT5G13790	Chr5	4450367	4451923	FRG1	Wt with acclimatizing (ACC) heat stress	WT_ACC_R2	TF	ChIP-seq
GSM2287871	AT5G13790	Chr5	4450375	4452520	WRKY18	WRKY18-HA; 1 uM flg22 for 2 h	W18HA_2h_2 (ChIP-Seq)	TF	ChIP-seq
GSM2130936	AT5G13790	Chr5	4450381	4451891	MYB44	EtOH mock treatment for 4 hours	AT5G67300_MYB44_EtOH_ChIP_rep1	TF	ChIP-seq
GSM2074755	AT5G13790	Chr5	4450395	4451826	RPL	Inflorescence apices of rpl-1 mutant transformed with genomic contruct expressing a fusion between RPL and GFP	RPL-GFP_chipseq_rep2	TF	ChIP-seq
GSM2131013	AT5G13790	Chr5	4450396	4451832	DTAF2	10 uM dexamethasone; 6 hours	AT5G50360_DTAF2_Dex_6h_ChIP	TF	ChIP-seq
GSM2095560	AT5G13790	Chr5	4450397	4451825	FRG1	Wt with acclimatizing (ACC) heat stress	WT_ACC_R3	TF	ChIP-seq
GSM364942	AT5G13790	Chr5	4450397	4451823	SEPALLATA3	WT; primary and secondary inflorescences of 5-7 weeks old plants	SEP3_ChIPSeq_wt_3	TF	ChIP-seq
GSM1925141	AT5G13790	Chr5	4450406	4450607	AT1G20910: ARID family	protein:AT1G20910; gene id:AT1G20910; protein family:ARID; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-ARID_tnt-AT1G20910_col_a	TF	DAP-seq
GSM1925006	AT5G13790	Chr5	4450446	4450647	FUS3: ABI3VP1 family	protein:FUS3; gene id:AT3G26790; protein family:ABI3VP1; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-ABI3VP1_tnt-FUS3_col_a	TF	DAP-seq
GSM1325794	AT5G13790	Chr5	4450447	4451641	FLC	svp-41 FLC FRI	svp-41 FLC FRI rep1	TF	ChIP-seq
GSM2130891	AT5G13790	Chr5	4450457	4451904	NFYC2	10 uM abscisic acid for 4 hours	AT1G56170_NFYC2_ABA_ChIP_rep3	TF	ChIP-seq
GSM2130925	AT5G13790	Chr5	4450469	4452268	RD26	10 uM abscisic acid for 4 hours	AT4G27410_RD26_ABA_ChIP_rep2	TF	ChIP-seq
GSM1925250	AT5G13790	Chr5	4450474	4450675	SGR5: C2H2 family	protein:SGR5; gene id:AT2G01940; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2H2_tnt-SGR5_colamp_a	TF	DAP-seq
GSM1925241	AT5G13790	Chr5	4450486	4450687	IDD4: C2H2 family	protein:IDD4; gene id:AT2G02080; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2H2_tnt-IDD4_col_a	TF	DAP-seq
GSM1282365	AT5G13790	Chr5	4450496	4452199	YFP	35S::YFP; 4 week-old plants	YFP	TF	ChIP-seq
GSM2287870	AT5G13790	Chr5	4450501	4452504	WRKY18	WRKY18-HA; 1 uM flg22 for 0 h	W18HA_0h_2 (ChIP-Seq)	TF	ChIP-seq
GSM1869288	AT5G13790	Chr5	4450508	4452269	BRM	14 day-old seedlings with GFP antibody	BRMGFPIP	EF	ChIP-seq
GSM2287862	AT5G13790	Chr5	4450512	4452462	WRKY18	WRKY18-HA; 1 uM flg22 for 0 h	W18HA_0h_1 (ChIP-Seq)	TF	ChIP-seq
GSM532325	AT5G13790	Chr5	4450519	4451766	APETALA2	ap2-12 influorescence	ap2_chip_rep1	TF	ChIP-seq
GSM1116508	AT5G13790	Chr5	4450529	4451889	SOC1	SOC1p:gSOC1-GFP;soc1-2	gSOC1-GFP replicate 2	TF	ChIP-seq
